ADDRESS,POINTS
1006 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1105 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1104 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1103 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1102 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1101 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1108 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1107 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1106 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1205 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1204 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1203 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1202 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1201 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1208 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1207 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
87V 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1305 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1304 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1303 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1302 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1301 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1308 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1307 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
95V 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1405 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1404 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1403 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1402 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1401 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1408 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1407 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1406 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1505 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1504 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1503 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1502 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1501 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1508 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1507 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1506 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1605 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1604 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1603 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1602 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1601 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1608 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1607 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1606 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1705 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1704 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1703 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1702 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1701 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1708 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1707 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1706 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1801 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1802 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
130S 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
131S 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
132S 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
133S 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
134S 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
135S 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
136S 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
137S 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
138S 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
139S 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
