ADDRESS,POINTS
808 5 ST SE,1560.457 -332.368|1457.285 -327.665|1454.111 -330.567|1450.916 -402.388|1453.817 -405.568|1556.990 -410.271
143V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
144V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
145V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
146V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
147V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
148V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
149V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
150V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
151V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
152V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
153V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
154V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
155V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
156V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
157V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
158V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
159V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
160V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
161V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
162V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
163V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
164V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
165V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
166V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
167V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
168V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
169V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
170V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
171V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
172V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
173V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
174V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
175V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
176V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
177V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
178V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
179V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
180V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
181V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
182V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
183V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
184V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
185V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
186V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
187V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
188V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
189V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
190V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
191V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
215 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
211 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
209 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
201 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
216 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
115 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
111 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
109 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
517 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
406 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
317 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
315 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
311 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
515 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
511 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
501 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
506 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
516 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
417 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
415 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
411 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
401 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
416 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
409 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
410 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
206 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
404 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
114 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
309 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
509 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
316 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
217 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
306 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
514 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
402 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
408 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
412 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
414 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
302 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
304 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
308 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
310 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
312 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
314 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
202 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
204 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
208 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
210 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
212 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
214 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
117 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
101 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
102 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
104 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
106 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
110 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
112 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
116 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
512 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
502 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
504 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
508 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
510 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
301 630 8 AV SE,1546.267 -309.462|1602.316 -312.020|1602.330 -272.379|1548.056 -269.899
