ADDRESS,POINTS
808 5 ST SE,1560.457 -332.368|1457.285 -327.665|1454.111 -330.567|1450.916 -402.388|1453.817 -405.568|1556.990 -410.271
603 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
602 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
601 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
519 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
518 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
517 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
516 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
515 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
514 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
513 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
512 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
511 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
510 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
509 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
508 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
507 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
506 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
505 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
504 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
503 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
502 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
501 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
419 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
418 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
417 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
416 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
415 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
414 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
413 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
412 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
411 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
410 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
409 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
408 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
407 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
317 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
406 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
405 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
404 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
305 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
151V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
150V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
149V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
148V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
147V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
146V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
145V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
144V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
143V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
142V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
141V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
140V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
139V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
138V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
137V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
136V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
135V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
122V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
134V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
131V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
128V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
127V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
126V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
125V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
124V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
123V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
188V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
199V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
198V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
197V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
196V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
195V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
194V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
193V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
192V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
191V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
190V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
133V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
403 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
402 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
401 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
319 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
318 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
187V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
186V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
185V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
184V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
183V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
182V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
181V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
180V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
179V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
178V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
177V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
176V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
175V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
314 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
313 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
312 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
311 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
310 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
309 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
308 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
606 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
307 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
306 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
316 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
315 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
174V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
173V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
172V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
171V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
170V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
169V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
168V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
167V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
166V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
165V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
164V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
163V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
162V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
161V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
160V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
159V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
158V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
157V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
156V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
155V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
154V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
153V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
152V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
304 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
303 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
302 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
301 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
219 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
218 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
217 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
216 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
206 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
205 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
204 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
203 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
202 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
201 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
115 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
114 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
103 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
189V 535 8 AV SE,1387.023 -361.968|1432.566 -364.037|1434.335 -324.440|1388.806 -322.383
750 5 ST SE,1517.682 -268.509|1459.130 -265.840|1457.599 -300.289|1457.774 -301.445|1458.382 -302.446|1459.319 -303.135|1460.451 -303.424|1516.033 -305.959
807 6 ST SE,1556.990 -410.271|1586.000 -411.595|1588.146 -411.472|1590.223 -410.916|1592.145 -409.971|1593.837 -408.648|1595.228 -407.013|1596.269 -405.134|1596.906 -403.088|1597.115 -400.942|1597.157 -337.083|1594.123 -333.903|1560.457 -332.368
616 7 AV SE,1555.732 -204.305|1559.066 -204.450|1560.716 -168.256|1557.577 -163.964|1548.748 -151.899|1548.035 -150.943|1547.811 -150.631|1546.980 -150.876|1540.220 -153.155|1533.530 -155.646|1523.946 -159.616|1514.537 -164.008|1505.330 -168.801|1496.348 -174.004|1487.595 -179.586|1479.102 -185.547|1470.881 -191.885|1462.940 -198.567|1464.394 -200.180|1467.861 -200.335|1513.027 -202.370|1520.618 -202.715|1535.795 -203.404|1543.386 -203.738|1550.992 -204.083|1554.068 -204.227
695 6 ST SE,1597.884 -206.207|1602.414 -201.981|1602.421 -190.194|1602.421 -171.892|1602.421 -166.721|1602.421 -160.628|1602.428 -144.738|1602.428 -141.691|1595.948 -142.247|1589.489 -142.970|1583.050 -143.882|1576.647 -144.971|1570.265 -146.228|1563.931 -147.674|1557.633 -149.286|1551.384 -151.076|1548.748 -151.899|1557.577 -163.964|1560.716 -168.256|1559.066 -204.450|1560.136 -204.494|1588.964 -205.795
625 6 AV SE,1551.384 -151.076|1557.633 -149.286|1563.931 -147.674|1570.265 -146.228|1576.647 -144.971|1583.050 -143.882|1589.489 -142.970|1595.948 -142.247|1602.428 -141.691|1602.428 -138.622|1602.428 -125.412|1597.933 -120.742|1592.788 -120.497|1585.197 -120.164|1570.048 -119.474|1554.851 -118.785|1547.259 -118.440|1539.668 -118.096|1532.076 -117.751|1527.490 -117.540|1524.484 -117.406|1524.100 -117.395|1523.009 -141.302|1529.447 -150.075|1533.530 -155.646|1540.220 -153.155|1546.980 -150.876|1547.811 -150.631|1548.035 -150.943|1548.748 -151.899
201 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
202 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
203 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
204 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
205 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
206 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
207 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
208 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
209 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
301 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
302 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
303 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
304 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
305 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
306 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
307 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
308 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
309 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
401 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
402 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
403 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
404 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
405 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
406 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
407 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
408 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
