ADDRESS,POINTS
135V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
136V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
137V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
138V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
139V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
140V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
141V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
142V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
143V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
144V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
145V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
146V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
147V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
148V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
149V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
150V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
151V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
152V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
153V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
154V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
155V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
156V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
157V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
158V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
159V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
160V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
