ADDRESS,POINTS
130V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
131V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
132V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
133V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
134V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
135V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
136V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
137V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
138V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
139V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
140V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
141V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
142V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
143V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
144V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
145V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
146V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
147V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
148V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
149V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
150V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
151V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
152V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
153V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
154V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
155V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
156V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
157V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
158V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
159V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
160V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
161V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
162V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
163V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
164V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
165V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
166V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
167V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
168V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
169V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
170V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
171V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
172V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
173V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
174V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
175V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
176V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
177V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
178V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
179V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
180V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
181V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
182V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
183V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
184V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
185V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
186V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
187V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
188V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
189V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
190V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
191V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
192V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
193V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
194V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
195V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
196V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
197V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
198V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
199V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
200V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
201V 26 BRENTWOOD CM NW,-3981.880 4358.390|-3981.565 4357.167|-3974.868 4358.923|-3975.448 4361.158|-3977.245 4368.064|-3978.503 4372.923|-3978.552 4373.112|-3982.579 4372.067|-3983.376 4371.855|-3986.997 4370.921|-3986.976 4370.821|-3986.668 4369.643|-3986.416 4368.686|-3984.487 4369.187|-3981.698 4358.501|-3981.901 4358.456
