ADDRESS,POINTS
2605 EVERSYDE AV SW,-3546.471 -15570.176|-3546.408 -15605.837|-3545.045 -15605.837|-3545.038 -15607.660|-3541.305 -15607.660|-3541.298 -15613.642|-3544.276 -15613.654|-3544.164 -15681.027|-3523.269 -15682.172|-3502.354 -15682.884|-3501.159 -15682.906|-3501.333 -15579.094|-3502.529 -15578.794|-3523.933 -15573.401|-3529.498 -15572.156|-3535.118 -15571.199|-3540.781 -15570.532
1332 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
1439 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
1437 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
1435 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
1433 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
1432 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
134V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
135V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
136V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
137V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
138V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
139V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
140V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
141V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
142V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
143V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
144V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
145V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
146V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
147V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
148V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
149V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
150V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
151V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
152V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
153V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
154V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
155V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
156V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
157V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
158V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
159V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
160V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
161V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
162V 2330 FISH CREEK BV SW,-3070.909 -14010.590|-3070.867 -14038.577|-3061.381 -14038.555|-3061.374 -14042.169|-3058.836 -14042.169|-3058.843 -14038.533|-3049.371 -14038.522|-3049.371 -14034.419|-3040.843 -14034.408|-3040.878 -14012.802|-3049.385 -14012.814|-3049.392 -14008.722|-3059.311 -14008.733|-3059.304 -14010.567
156V 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1130 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1128 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1126 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1124 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1125 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1127 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1129 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1131 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1230 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1228 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1226 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1225 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1227 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1229 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1231 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1330 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1328 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1326 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1327 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1329 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
1331 2330 FISH CREEK BV SW,-3049.371 -14038.522|-3058.843 -14038.533|-3058.836 -14042.169|-3061.374 -14042.169|-3061.381 -14038.555|-3070.867 -14038.577|-3070.909 -14010.590|-3073.055 -14010.590|-3074.404 -14012.569|-3077.815 -14017.573|-3077.773 -14043.570|-3048.875 -14043.537|-3048.875 -14072.269|-2971.644 -14072.247|-2971.840 -13969.548|-2971.847 -13967.190|-3004.471 -13967.257|-3049.189 -14008.722|-3049.392 -14008.722|-3049.385 -14012.814|-3040.878 -14012.802|-3001.731 -14012.713|-3001.682 -14034.330|-3040.843 -14034.408|-3049.371 -14034.419
