ADDRESS,POINTS
2605 EVERSYDE AV SW,-3546.471 -15570.176|-3546.408 -15605.837|-3545.045 -15605.837|-3545.038 -15607.660|-3541.305 -15607.660|-3541.298 -15613.642|-3544.276 -15613.654|-3544.164 -15681.027|-3523.269 -15682.172|-3502.354 -15682.884|-3501.159 -15682.906|-3501.333 -15579.094|-3502.529 -15578.794|-3523.933 -15573.401|-3529.498 -15572.156|-3535.118 -15571.199|-3540.781 -15570.532
334V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
335V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
336V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
337V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
338V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
339V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
340V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
341V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
342V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
343V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
344V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
345V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
346V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
347V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
348V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
349V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
350V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
351V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
352V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
353V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
354V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
355V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
356V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
357V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
358V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
359V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
360V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
361V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
362V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
363V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
364V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
365V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
366V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
367V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
368V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
369V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
370V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
371V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
372V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
373V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
379V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
374V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
375V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
376V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
377V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
378V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
380V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
381V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
382V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
383V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
384V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
385V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
386V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
387V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
388V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
389V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
390V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
391V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
392V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
393V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
394V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
395V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
396V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
397V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
398V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
399V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
400V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
401V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
402V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
403V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
404V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
405V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
406V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
407V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
408V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
409V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
410V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
411V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
412V 15 EVERSTONE DR SW,-2456.166 -15584.876|-2456.089 -15560.703|-2459.032 -15560.714|-2459.053 -15538.030|-2478.717 -15538.063|-2516.662 -15538.119|-2540.366 -15538.163|-2539.129 -15681.616|-2517.046 -15659.321|-2504.128 -15646.278|-2505.938 -15644.477|-2481.751 -15620.081|-2481.814 -15584.921
