ADDRESS,POINTS
171 SKYVIEW BA NE,8008.166 12126.934|8008.173 12129.514|8008.243 12177.461|8008.285 12216.791|8008.040 12216.780|8007.082 12216.780|7933.990 12216.680|7922.015 12216.669|7920.987 12216.580|7919.988 12216.313|7919.044 12215.879|7918.198 12215.290|7916.101 12213.544|7915.185 12212.599|7914.500 12211.487|7914.081 12210.242|7913.934 12208.929|7913.927 12184.922|7913.906 12129.558|7913.906 12126.979|7998.183 12126.945
1217 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1215 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1213 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1211 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1209 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1207 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1205 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1203 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1201 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1302 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1304 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1306 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1308 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1310 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1312 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1314 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1316 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1317 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1315 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1313 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1311 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1309 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1307 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1305 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1303 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1301 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1402 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1404 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
1406 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
