ADDRESS,POINTS
407 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
501 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
502 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
503 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
504 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
34V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
35V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
36V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
37V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
38V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
39V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
40V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
41V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
42V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
43V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
44V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
45V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
46V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
47V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
48V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
49V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
50V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
51V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
52V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
53V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
54V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
55V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
56V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
57V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
58V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
59V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
60V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
61V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
62V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
63V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
64V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
65V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
66V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
67V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
68V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
69V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
70V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
71V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
72V 108 25 AV SW,527.069 -1950.621|525.832 -1947.052|523.623 -1937.489|521.973 -1931.118|520.113 -1924.802|518.617 -1921.488|512.242 -1913.416|505.965 -1913.126|501.763 -1912.926|486.594 -1912.226|479.016 -1911.881|477.276 -1951.455|484.860 -1951.800|500.044 -1952.501|506.853 -1952.812|522.910 -1953.557|529.208 -1953.846
