ADDRESS,POINTS
116V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
127V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
128V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
131V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
132V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
134V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
136V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
140V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
205V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
214V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
230V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
235V 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
1122 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
1116 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
1114 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
1108 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
1104 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
1101 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
1115 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
1119 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
1121 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
1208 265 WOLF WILLOW BV SE,4685.082 -19419.878|4689.898 -19418.132|4694.617 -19416.153|4699.230 -19413.918|4703.718 -19411.450|4705.780 -19410.104|4707.703 -19408.558|4709.464 -19406.813|4711.037 -19404.911|4712.079 -19403.299|4712.911 -19401.564|4713.512 -19399.741|4713.882 -19397.850|4714.015 -19395.949|4714.043 -19387.198|4714.239 -19309.773|4714.281 -19294.005|4714.302 -19287.834|4714.302 -19286.033|4678.063 -19285.933|4674.890 -19285.922|4616.421 -19285.766|4602.629 -19285.733|4595.079 -19285.710|4592.087 -19288.701|4592.080 -19291.203|4592.038 -19307.427|4592.108 -19311.485|4592.346 -19315.533|4592.737 -19319.580|4593.290 -19323.594|4594.010 -19327.597|4594.883 -19331.556|4595.911 -19335.481|4597.099 -19339.362|4628.836 -19436.057|4629.584 -19438.336
