ADDRESS,POINTS
110 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
111 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
112 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
113 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
114 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
115 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
116 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
200 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
201 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
202 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
203 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
204 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
205 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
206 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
207 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
208 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
209 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
210 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
211 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
212 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
213 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
214 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
215 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
216 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
217 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
218 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
219 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
220 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
300 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
301 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
302 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
303 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
304 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
305 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
306 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
307 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
308 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
309 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
310 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
311 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
312 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
313 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
314 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
315 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
316 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
317 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
318 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
319 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
320 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
60V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
61V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
62V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
63V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
64V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
65V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
66V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
67V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
68V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
69V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
70V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
71V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
72V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
73V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
74V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
75V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
76V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
77V 9449 19 ST SW,-2454.321 -8691.302|-2527.630 -8688.823|-2527.651 -8727.341|-2529.056 -8728.241|-2530.328 -8729.320|-2531.440 -8730.565|-2532.383 -8731.933|-2533.131 -8733.423|-2533.676 -8735.002|-2534.012 -8736.637|-2534.124 -8738.304|-2534.138 -8783.761|-2458.899 -8783.805|-2454.356 -8779.191
