ADDRESS,POINTS
253 SMITH ST NW,-5572.591 3213.204|-5568.103 3213.160|-5563.629 3212.993|-5559.155 3212.704|-5554.688 3212.270|-5541.819 3210.847|-5533.521 3210.180|-5525.195 3209.991|-5523.699 3210.013|-5516.171 3210.280|-5508.670 3210.969|-5501.225 3212.103|-5493.850 3213.660|-5486.580 3215.651|-5479.443 3218.052|-5472.452 3220.866|-5465.636 3224.079|-5464.357 3224.902|-5463.267 3225.969|-5462.421 3227.237|-5461.841 3228.649|-5461.561 3230.150|-5461.589 3231.674|-5461.931 3233.164|-5462.561 3234.554|-5482.728 3268.991|-5521.015 3334.318|-5522.832 3337.420|-5542.811 3325.667|-5545.628 3324.010|-5573.024 3307.898|-5576.785 3307.898|-5606.432 3307.831|-5606.467 3304.240|-5606.557 3290.930|-5606.753 3263.309|-5577.372 3213.171
142V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
143V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
144V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
145V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
146V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
147V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
148V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
149V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
150V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
151V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
152V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
153V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
154V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
155V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
156V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
157V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
158V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
159V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
160V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
161V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
162V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
163V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
164V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
165V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
166V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
167V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
168V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
169V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
170V 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
117 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
115 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
113 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
112 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
111 3125 39 ST NW,-5215.657 3509.494|-5215.244 3507.960|-5217.964 3507.226|-5213.511 3490.647|-5212.099 3491.047|-5210.337 3484.286|-5198.824 3487.100|-5187.213 3489.468|-5175.518 3491.392|-5163.753 3492.860|-5162.410 3493.126|-5161.138 3493.638|-5159.978 3494.372|-5158.971 3495.306|-5158.153 3496.396|-5157.552 3497.630|-5157.182 3498.953|-5157.056 3500.321|-5157.077 3534.446|-5157.084 3538.650|-5157.084 3541.663|-5165.570 3540.940|-5174.036 3540.006|-5182.480 3538.883|-5190.890 3537.549|-5199.264 3536.025|-5207.604 3534.302|-5215.902 3532.378|-5224.150 3530.254|-5219.879 3514.365|-5221.305 3513.975|-5219.956 3508.961|-5216.971 3509.761|-5216.817 3509.183
