ADDRESS,POINTS
207 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
311 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
308 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
314 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
305 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
317 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
302 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
309 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
307 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
306 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
304 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
303 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
301 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
318 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
316 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
315 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
313 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
312 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
310 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
411 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
408 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
414 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
405 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
417 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
402 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
409 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
407 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
406 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
404 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
403 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
401 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
418 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
416 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
415 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
413 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
412 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
410 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
511 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
502 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
508 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
