ADDRESS,POINTS
412 28 AUBURN BAY LI SE,8363.359 -18151.500|8276.957 -18179.198|8284.975 -18204.540|8285.618 -18206.052|8286.540 -18207.398|8287.715 -18208.543|8289.085 -18209.444|8290.602 -18210.055|8292.217 -18210.344|8293.853 -18210.333|8295.446 -18209.988|8339.123 -18195.989|8358.752 -18257.991|8363.513 -18256.879|8366.952 -18255.901|8390.062 -18249.151
412 28 AUBURN BAY LI SE,8349.168 -18211.667|8347.197 -18205.429|8349.511 -18204.684|8348.749 -18202.294|8347.602 -18202.661|8346.512 -18199.202|8346.798 -18199.114|8344.911 -18193.142|8344.617 -18193.231|8343.932 -18191.063|8344.729 -18189.506|8343.240 -18188.739|8345.009 -18185.303|8346.728 -18186.193|8349.035 -18185.459|8348.854 -18184.881|8351.258 -18184.102|8350.937 -18183.101|8353.537 -18182.267|8353.859 -18183.290|8356.263 -18182.523|8356.445 -18183.113|8361.541 -18181.478|8362.310 -18183.902|8363.464 -18183.535|8364.386 -18186.448|8365.253 -18186.170|8367.427 -18193.042|8366.560 -18193.320|8367.483 -18196.234|8366.330 -18196.612|8367.064 -18198.936|8369.371 -18198.202|8371.398 -18204.595|8369.951 -18205.062|8371.272 -18209.232|8372.712 -18208.765|8374.739 -18215.159|8372.432 -18215.904|8373.166 -18218.228|8374.320 -18217.861|8375.243 -18220.774|8376.109 -18220.496|8378.283 -18227.379|8377.424 -18227.657|8378.339 -18230.571|8377.186 -18230.937|8377.941 -18233.317|8379.961 -18232.672|8381.052 -18236.108|8380.185 -18236.386|8381.108 -18239.299|8379.954 -18239.666|8380.723 -18242.101|8375.627 -18243.736|8375.809 -18244.314|8373.404 -18245.081|8373.726 -18246.104|8371.132 -18246.927|8370.811 -18245.915|8368.406 -18246.683|8368.224 -18246.104|8363.128 -18247.739|8362.359 -18245.326|8361.206 -18245.693|8360.136 -18242.302|8360.423 -18242.213|8359.472 -18239.210|8360.339 -18238.932|8359.514 -18236.319|8358.361 -18236.697|8357.347 -18233.506|8358.794 -18233.039|8357.969 -18230.426|8356.816 -18230.793|8355.830 -18227.702|8355.543 -18227.791|8354.537 -18224.599|8355.690 -18224.232|8354.858 -18221.619|8352.552 -18222.353|8350.580 -18216.115|8349.427 -18216.482|8348.015 -18212.034
401 28 AUBURN BAY LI SE,8363.359 -18151.500|8276.957 -18179.198|8284.975 -18204.540|8285.618 -18206.052|8286.540 -18207.398|8287.715 -18208.543|8289.085 -18209.444|8290.602 -18210.055|8292.217 -18210.344|8293.853 -18210.333|8295.446 -18209.988|8339.123 -18195.989|8358.752 -18257.991|8363.513 -18256.879|8366.952 -18255.901|8390.062 -18249.151
401 28 AUBURN BAY LI SE,8349.168 -18211.667|8347.197 -18205.429|8349.511 -18204.684|8348.749 -18202.294|8347.602 -18202.661|8346.512 -18199.202|8346.798 -18199.114|8344.911 -18193.142|8344.617 -18193.231|8343.932 -18191.063|8344.729 -18189.506|8343.240 -18188.739|8345.009 -18185.303|8346.728 -18186.193|8349.035 -18185.459|8348.854 -18184.881|8351.258 -18184.102|8350.937 -18183.101|8353.537 -18182.267|8353.859 -18183.290|8356.263 -18182.523|8356.445 -18183.113|8361.541 -18181.478|8362.310 -18183.902|8363.464 -18183.535|8364.386 -18186.448|8365.253 -18186.170|8367.427 -18193.042|8366.560 -18193.320|8367.483 -18196.234|8366.330 -18196.612|8367.064 -18198.936|8369.371 -18198.202|8371.398 -18204.595|8369.951 -18205.062|8371.272 -18209.232|8372.712 -18208.765|8374.739 -18215.159|8372.432 -18215.904|8373.166 -18218.228|8374.320 -18217.861|8375.243 -18220.774|8376.109 -18220.496|8378.283 -18227.379|8377.424 -18227.657|8378.339 -18230.571|8377.186 -18230.937|8377.941 -18233.317|8379.961 -18232.672|8381.052 -18236.108|8380.185 -18236.386|8381.108 -18239.299|8379.954 -18239.666|8380.723 -18242.101|8375.627 -18243.736|8375.809 -18244.314|8373.404 -18245.081|8373.726 -18246.104|8371.132 -18246.927|8370.811 -18245.915|8368.406 -18246.683|8368.224 -18246.104|8363.128 -18247.739|8362.359 -18245.326|8361.206 -18245.693|8360.136 -18242.302|8360.423 -18242.213|8359.472 -18239.210|8360.339 -18238.932|8359.514 -18236.319|8358.361 -18236.697|8357.347 -18233.506|8358.794 -18233.039|8357.969 -18230.426|8356.816 -18230.793|8355.830 -18227.702|8355.543 -18227.791|8354.537 -18224.599|8355.690 -18224.232|8354.858 -18221.619|8352.552 -18222.353|8350.580 -18216.115|8349.427 -18216.482|8348.015 -18212.034
402 28 AUBURN BAY LI SE,8363.359 -18151.500|8276.957 -18179.198|8284.975 -18204.540|8285.618 -18206.052|8286.540 -18207.398|8287.715 -18208.543|8289.085 -18209.444|8290.602 -18210.055|8292.217 -18210.344|8293.853 -18210.333|8295.446 -18209.988|8339.123 -18195.989|8358.752 -18257.991|8363.513 -18256.879|8366.952 -18255.901|8390.062 -18249.151
402 28 AUBURN BAY LI SE,8349.168 -18211.667|8347.197 -18205.429|8349.511 -18204.684|8348.749 -18202.294|8347.602 -18202.661|8346.512 -18199.202|8346.798 -18199.114|8344.911 -18193.142|8344.617 -18193.231|8343.932 -18191.063|8344.729 -18189.506|8343.240 -18188.739|8345.009 -18185.303|8346.728 -18186.193|8349.035 -18185.459|8348.854 -18184.881|8351.258 -18184.102|8350.937 -18183.101|8353.537 -18182.267|8353.859 -18183.290|8356.263 -18182.523|8356.445 -18183.113|8361.541 -18181.478|8362.310 -18183.902|8363.464 -18183.535|8364.386 -18186.448|8365.253 -18186.170|8367.427 -18193.042|8366.560 -18193.320|8367.483 -18196.234|8366.330 -18196.612|8367.064 -18198.936|8369.371 -18198.202|8371.398 -18204.595|8369.951 -18205.062|8371.272 -18209.232|8372.712 -18208.765|8374.739 -18215.159|8372.432 -18215.904|8373.166 -18218.228|8374.320 -18217.861|8375.243 -18220.774|8376.109 -18220.496|8378.283 -18227.379|8377.424 -18227.657|8378.339 -18230.571|8377.186 -18230.937|8377.941 -18233.317|8379.961 -18232.672|8381.052 -18236.108|8380.185 -18236.386|8381.108 -18239.299|8379.954 -18239.666|8380.723 -18242.101|8375.627 -18243.736|8375.809 -18244.314|8373.404 -18245.081|8373.726 -18246.104|8371.132 -18246.927|8370.811 -18245.915|8368.406 -18246.683|8368.224 -18246.104|8363.128 -18247.739|8362.359 -18245.326|8361.206 -18245.693|8360.136 -18242.302|8360.423 -18242.213|8359.472 -18239.210|8360.339 -18238.932|8359.514 -18236.319|8358.361 -18236.697|8357.347 -18233.506|8358.794 -18233.039|8357.969 -18230.426|8356.816 -18230.793|8355.830 -18227.702|8355.543 -18227.791|8354.537 -18224.599|8355.690 -18224.232|8354.858 -18221.619|8352.552 -18222.353|8350.580 -18216.115|8349.427 -18216.482|8348.015 -18212.034
403 28 AUBURN BAY LI SE,8363.359 -18151.500|8276.957 -18179.198|8284.975 -18204.540|8285.618 -18206.052|8286.540 -18207.398|8287.715 -18208.543|8289.085 -18209.444|8290.602 -18210.055|8292.217 -18210.344|8293.853 -18210.333|8295.446 -18209.988|8339.123 -18195.989|8358.752 -18257.991|8363.513 -18256.879|8366.952 -18255.901|8390.062 -18249.151
403 28 AUBURN BAY LI SE,8349.168 -18211.667|8347.197 -18205.429|8349.511 -18204.684|8348.749 -18202.294|8347.602 -18202.661|8346.512 -18199.202|8346.798 -18199.114|8344.911 -18193.142|8344.617 -18193.231|8343.932 -18191.063|8344.729 -18189.506|8343.240 -18188.739|8345.009 -18185.303|8346.728 -18186.193|8349.035 -18185.459|8348.854 -18184.881|8351.258 -18184.102|8350.937 -18183.101|8353.537 -18182.267|8353.859 -18183.290|8356.263 -18182.523|8356.445 -18183.113|8361.541 -18181.478|8362.310 -18183.902|8363.464 -18183.535|8364.386 -18186.448|8365.253 -18186.170|8367.427 -18193.042|8366.560 -18193.320|8367.483 -18196.234|8366.330 -18196.612|8367.064 -18198.936|8369.371 -18198.202|8371.398 -18204.595|8369.951 -18205.062|8371.272 -18209.232|8372.712 -18208.765|8374.739 -18215.159|8372.432 -18215.904|8373.166 -18218.228|8374.320 -18217.861|8375.243 -18220.774|8376.109 -18220.496|8378.283 -18227.379|8377.424 -18227.657|8378.339 -18230.571|8377.186 -18230.937|8377.941 -18233.317|8379.961 -18232.672|8381.052 -18236.108|8380.185 -18236.386|8381.108 -18239.299|8379.954 -18239.666|8380.723 -18242.101|8375.627 -18243.736|8375.809 -18244.314|8373.404 -18245.081|8373.726 -18246.104|8371.132 -18246.927|8370.811 -18245.915|8368.406 -18246.683|8368.224 -18246.104|8363.128 -18247.739|8362.359 -18245.326|8361.206 -18245.693|8360.136 -18242.302|8360.423 -18242.213|8359.472 -18239.210|8360.339 -18238.932|8359.514 -18236.319|8358.361 -18236.697|8357.347 -18233.506|8358.794 -18233.039|8357.969 -18230.426|8356.816 -18230.793|8355.830 -18227.702|8355.543 -18227.791|8354.537 -18224.599|8355.690 -18224.232|8354.858 -18221.619|8352.552 -18222.353|8350.580 -18216.115|8349.427 -18216.482|8348.015 -18212.034
404 28 AUBURN BAY LI SE,8363.359 -18151.500|8276.957 -18179.198|8284.975 -18204.540|8285.618 -18206.052|8286.540 -18207.398|8287.715 -18208.543|8289.085 -18209.444|8290.602 -18210.055|8292.217 -18210.344|8293.853 -18210.333|8295.446 -18209.988|8339.123 -18195.989|8358.752 -18257.991|8363.513 -18256.879|8366.952 -18255.901|8390.062 -18249.151
404 28 AUBURN BAY LI SE,8349.168 -18211.667|8347.197 -18205.429|8349.511 -18204.684|8348.749 -18202.294|8347.602 -18202.661|8346.512 -18199.202|8346.798 -18199.114|8344.911 -18193.142|8344.617 -18193.231|8343.932 -18191.063|8344.729 -18189.506|8343.240 -18188.739|8345.009 -18185.303|8346.728 -18186.193|8349.035 -18185.459|8348.854 -18184.881|8351.258 -18184.102|8350.937 -18183.101|8353.537 -18182.267|8353.859 -18183.290|8356.263 -18182.523|8356.445 -18183.113|8361.541 -18181.478|8362.310 -18183.902|8363.464 -18183.535|8364.386 -18186.448|8365.253 -18186.170|8367.427 -18193.042|8366.560 -18193.320|8367.483 -18196.234|8366.330 -18196.612|8367.064 -18198.936|8369.371 -18198.202|8371.398 -18204.595|8369.951 -18205.062|8371.272 -18209.232|8372.712 -18208.765|8374.739 -18215.159|8372.432 -18215.904|8373.166 -18218.228|8374.320 -18217.861|8375.243 -18220.774|8376.109 -18220.496|8378.283 -18227.379|8377.424 -18227.657|8378.339 -18230.571|8377.186 -18230.937|8377.941 -18233.317|8379.961 -18232.672|8381.052 -18236.108|8380.185 -18236.386|8381.108 -18239.299|8379.954 -18239.666|8380.723 -18242.101|8375.627 -18243.736|8375.809 -18244.314|8373.404 -18245.081|8373.726 -18246.104|8371.132 -18246.927|8370.811 -18245.915|8368.406 -18246.683|8368.224 -18246.104|8363.128 -18247.739|8362.359 -18245.326|8361.206 -18245.693|8360.136 -18242.302|8360.423 -18242.213|8359.472 -18239.210|8360.339 -18238.932|8359.514 -18236.319|8358.361 -18236.697|8357.347 -18233.506|8358.794 -18233.039|8357.969 -18230.426|8356.816 -18230.793|8355.830 -18227.702|8355.543 -18227.791|8354.537 -18224.599|8355.690 -18224.232|8354.858 -18221.619|8352.552 -18222.353|8350.580 -18216.115|8349.427 -18216.482|8348.015 -18212.034
405 28 AUBURN BAY LI SE,8363.359 -18151.500|8276.957 -18179.198|8284.975 -18204.540|8285.618 -18206.052|8286.540 -18207.398|8287.715 -18208.543|8289.085 -18209.444|8290.602 -18210.055|8292.217 -18210.344|8293.853 -18210.333|8295.446 -18209.988|8339.123 -18195.989|8358.752 -18257.991|8363.513 -18256.879|8366.952 -18255.901|8390.062 -18249.151
405 28 AUBURN BAY LI SE,8349.168 -18211.667|8347.197 -18205.429|8349.511 -18204.684|8348.749 -18202.294|8347.602 -18202.661|8346.512 -18199.202|8346.798 -18199.114|8344.911 -18193.142|8344.617 -18193.231|8343.932 -18191.063|8344.729 -18189.506|8343.240 -18188.739|8345.009 -18185.303|8346.728 -18186.193|8349.035 -18185.459|8348.854 -18184.881|8351.258 -18184.102|8350.937 -18183.101|8353.537 -18182.267|8353.859 -18183.290|8356.263 -18182.523|8356.445 -18183.113|8361.541 -18181.478|8362.310 -18183.902|8363.464 -18183.535|8364.386 -18186.448|8365.253 -18186.170|8367.427 -18193.042|8366.560 -18193.320|8367.483 -18196.234|8366.330 -18196.612|8367.064 -18198.936|8369.371 -18198.202|8371.398 -18204.595|8369.951 -18205.062|8371.272 -18209.232|8372.712 -18208.765|8374.739 -18215.159|8372.432 -18215.904|8373.166 -18218.228|8374.320 -18217.861|8375.243 -18220.774|8376.109 -18220.496|8378.283 -18227.379|8377.424 -18227.657|8378.339 -18230.571|8377.186 -18230.937|8377.941 -18233.317|8379.961 -18232.672|8381.052 -18236.108|8380.185 -18236.386|8381.108 -18239.299|8379.954 -18239.666|8380.723 -18242.101|8375.627 -18243.736|8375.809 -18244.314|8373.404 -18245.081|8373.726 -18246.104|8371.132 -18246.927|8370.811 -18245.915|8368.406 -18246.683|8368.224 -18246.104|8363.128 -18247.739|8362.359 -18245.326|8361.206 -18245.693|8360.136 -18242.302|8360.423 -18242.213|8359.472 -18239.210|8360.339 -18238.932|8359.514 -18236.319|8358.361 -18236.697|8357.347 -18233.506|8358.794 -18233.039|8357.969 -18230.426|8356.816 -18230.793|8355.830 -18227.702|8355.543 -18227.791|8354.537 -18224.599|8355.690 -18224.232|8354.858 -18221.619|8352.552 -18222.353|8350.580 -18216.115|8349.427 -18216.482|8348.015 -18212.034
406 28 AUBURN BAY LI SE,8363.359 -18151.500|8276.957 -18179.198|8284.975 -18204.540|8285.618 -18206.052|8286.540 -18207.398|8287.715 -18208.543|8289.085 -18209.444|8290.602 -18210.055|8292.217 -18210.344|8293.853 -18210.333|8295.446 -18209.988|8339.123 -18195.989|8358.752 -18257.991|8363.513 -18256.879|8366.952 -18255.901|8390.062 -18249.151
406 28 AUBURN BAY LI SE,8349.168 -18211.667|8347.197 -18205.429|8349.511 -18204.684|8348.749 -18202.294|8347.602 -18202.661|8346.512 -18199.202|8346.798 -18199.114|8344.911 -18193.142|8344.617 -18193.231|8343.932 -18191.063|8344.729 -18189.506|8343.240 -18188.739|8345.009 -18185.303|8346.728 -18186.193|8349.035 -18185.459|8348.854 -18184.881|8351.258 -18184.102|8350.937 -18183.101|8353.537 -18182.267|8353.859 -18183.290|8356.263 -18182.523|8356.445 -18183.113|8361.541 -18181.478|8362.310 -18183.902|8363.464 -18183.535|8364.386 -18186.448|8365.253 -18186.170|8367.427 -18193.042|8366.560 -18193.320|8367.483 -18196.234|8366.330 -18196.612|8367.064 -18198.936|8369.371 -18198.202|8371.398 -18204.595|8369.951 -18205.062|8371.272 -18209.232|8372.712 -18208.765|8374.739 -18215.159|8372.432 -18215.904|8373.166 -18218.228|8374.320 -18217.861|8375.243 -18220.774|8376.109 -18220.496|8378.283 -18227.379|8377.424 -18227.657|8378.339 -18230.571|8377.186 -18230.937|8377.941 -18233.317|8379.961 -18232.672|8381.052 -18236.108|8380.185 -18236.386|8381.108 -18239.299|8379.954 -18239.666|8380.723 -18242.101|8375.627 -18243.736|8375.809 -18244.314|8373.404 -18245.081|8373.726 -18246.104|8371.132 -18246.927|8370.811 -18245.915|8368.406 -18246.683|8368.224 -18246.104|8363.128 -18247.739|8362.359 -18245.326|8361.206 -18245.693|8360.136 -18242.302|8360.423 -18242.213|8359.472 -18239.210|8360.339 -18238.932|8359.514 -18236.319|8358.361 -18236.697|8357.347 -18233.506|8358.794 -18233.039|8357.969 -18230.426|8356.816 -18230.793|8355.830 -18227.702|8355.543 -18227.791|8354.537 -18224.599|8355.690 -18224.232|8354.858 -18221.619|8352.552 -18222.353|8350.580 -18216.115|8349.427 -18216.482|8348.015 -18212.034
106 22 AUBURN BAY LI SE,8361.206 -18245.693|8362.359 -18245.315|8363.128 -18247.739|8368.224 -18246.104|8368.406 -18246.683|8370.811 -18245.915|8371.132 -18246.927|8373.726 -18246.104|8373.404 -18245.081|8375.809 -18244.314|8375.627 -18243.736|8380.723 -18242.101|8379.954 -18239.666|8381.108 -18239.299|8380.185 -18236.386|8381.052 -18236.108|8379.961 -18232.672|8377.941 -18233.317|8377.186 -18230.937|8378.339 -18230.571|8377.424 -18227.657|8378.283 -18227.379|8376.109 -18220.496|8375.243 -18220.774|8374.320 -18217.861|8373.166 -18218.228|8372.432 -18215.904|8374.739 -18215.159|8372.712 -18208.765|8371.272 -18209.232|8369.951 -18205.062|8371.398 -18204.595|8369.371 -18198.202|8367.064 -18198.936|8366.330 -18196.612|8367.483 -18196.234|8366.560 -18193.320|8367.427 -18193.042|8365.253 -18186.170|8364.386 -18186.448|8363.464 -18183.535|8362.310 -18183.902|8361.541 -18181.478|8356.445 -18183.113|8356.263 -18182.523|8353.859 -18183.290|8353.537 -18182.267|8350.937 -18183.101|8351.258 -18184.102|8348.854 -18184.881|8349.035 -18185.459|8346.728 -18186.193|8345.009 -18185.303|8343.240 -18188.739|8344.729 -18189.506|8343.932 -18191.063|8344.617 -18193.231|8344.911 -18193.142|8346.798 -18199.114|8346.512 -18199.202|8347.602 -18202.661|8348.749 -18202.294|8349.511 -18204.684|8347.197 -18205.429|8349.168 -18211.667|8348.015 -18212.034|8349.427 -18216.482|8350.580 -18216.115|8352.552 -18222.353|8354.858 -18221.619|8355.690 -18224.232|8354.537 -18224.599|8355.543 -18227.791|8355.830 -18227.702|8356.816 -18230.793|8357.969 -18230.426|8358.794 -18233.039|8357.347 -18233.506|8358.361 -18236.697|8359.514 -18236.319|8360.339 -18238.932|8359.472 -18239.210|8360.423 -18242.213|8360.136 -18242.302
105 22 AUBURN BAY LI SE,8361.206 -18245.693|8362.359 -18245.315|8363.128 -18247.739|8368.224 -18246.104|8368.406 -18246.683|8370.811 -18245.915|8371.132 -18246.927|8373.726 -18246.104|8373.404 -18245.081|8375.809 -18244.314|8375.627 -18243.736|8380.723 -18242.101|8379.954 -18239.666|8381.108 -18239.299|8380.185 -18236.386|8381.052 -18236.108|8379.961 -18232.672|8377.941 -18233.317|8377.186 -18230.937|8378.339 -18230.571|8377.424 -18227.657|8378.283 -18227.379|8376.109 -18220.496|8375.243 -18220.774|8374.320 -18217.861|8373.166 -18218.228|8372.432 -18215.904|8374.739 -18215.159|8372.712 -18208.765|8371.272 -18209.232|8369.951 -18205.062|8371.398 -18204.595|8369.371 -18198.202|8367.064 -18198.936|8366.330 -18196.612|8367.483 -18196.234|8366.560 -18193.320|8367.427 -18193.042|8365.253 -18186.170|8364.386 -18186.448|8363.464 -18183.535|8362.310 -18183.902|8361.541 -18181.478|8356.445 -18183.113|8356.263 -18182.523|8353.859 -18183.290|8353.537 -18182.267|8350.937 -18183.101|8351.258 -18184.102|8348.854 -18184.881|8349.035 -18185.459|8346.728 -18186.193|8345.009 -18185.303|8343.240 -18188.739|8344.729 -18189.506|8343.932 -18191.063|8344.617 -18193.231|8344.911 -18193.142|8346.798 -18199.114|8346.512 -18199.202|8347.602 -18202.661|8348.749 -18202.294|8349.511 -18204.684|8347.197 -18205.429|8349.168 -18211.667|8348.015 -18212.034|8349.427 -18216.482|8350.580 -18216.115|8352.552 -18222.353|8354.858 -18221.619|8355.690 -18224.232|8354.537 -18224.599|8355.543 -18227.791|8355.830 -18227.702|8356.816 -18230.793|8357.969 -18230.426|8358.794 -18233.039|8357.347 -18233.506|8358.361 -18236.697|8359.514 -18236.319|8360.339 -18238.932|8359.472 -18239.210|8360.423 -18242.213|8360.136 -18242.302
104 22 AUBURN BAY LI SE,8361.206 -18245.693|8362.359 -18245.315|8363.128 -18247.739|8368.224 -18246.104|8368.406 -18246.683|8370.811 -18245.915|8371.132 -18246.927|8373.726 -18246.104|8373.404 -18245.081|8375.809 -18244.314|8375.627 -18243.736|8380.723 -18242.101|8379.954 -18239.666|8381.108 -18239.299|8380.185 -18236.386|8381.052 -18236.108|8379.961 -18232.672|8377.941 -18233.317|8377.186 -18230.937|8378.339 -18230.571|8377.424 -18227.657|8378.283 -18227.379|8376.109 -18220.496|8375.243 -18220.774|8374.320 -18217.861|8373.166 -18218.228|8372.432 -18215.904|8374.739 -18215.159|8372.712 -18208.765|8371.272 -18209.232|8369.951 -18205.062|8371.398 -18204.595|8369.371 -18198.202|8367.064 -18198.936|8366.330 -18196.612|8367.483 -18196.234|8366.560 -18193.320|8367.427 -18193.042|8365.253 -18186.170|8364.386 -18186.448|8363.464 -18183.535|8362.310 -18183.902|8361.541 -18181.478|8356.445 -18183.113|8356.263 -18182.523|8353.859 -18183.290|8353.537 -18182.267|8350.937 -18183.101|8351.258 -18184.102|8348.854 -18184.881|8349.035 -18185.459|8346.728 -18186.193|8345.009 -18185.303|8343.240 -18188.739|8344.729 -18189.506|8343.932 -18191.063|8344.617 -18193.231|8344.911 -18193.142|8346.798 -18199.114|8346.512 -18199.202|8347.602 -18202.661|8348.749 -18202.294|8349.511 -18204.684|8347.197 -18205.429|8349.168 -18211.667|8348.015 -18212.034|8349.427 -18216.482|8350.580 -18216.115|8352.552 -18222.353|8354.858 -18221.619|8355.690 -18224.232|8354.537 -18224.599|8355.543 -18227.791|8355.830 -18227.702|8356.816 -18230.793|8357.969 -18230.426|8358.794 -18233.039|8357.347 -18233.506|8358.361 -18236.697|8359.514 -18236.319|8360.339 -18238.932|8359.472 -18239.210|8360.423 -18242.213|8360.136 -18242.302
103 22 AUBURN BAY LI SE,8361.206 -18245.693|8362.359 -18245.315|8363.128 -18247.739|8368.224 -18246.104|8368.406 -18246.683|8370.811 -18245.915|8371.132 -18246.927|8373.726 -18246.104|8373.404 -18245.081|8375.809 -18244.314|8375.627 -18243.736|8380.723 -18242.101|8379.954 -18239.666|8381.108 -18239.299|8380.185 -18236.386|8381.052 -18236.108|8379.961 -18232.672|8377.941 -18233.317|8377.186 -18230.937|8378.339 -18230.571|8377.424 -18227.657|8378.283 -18227.379|8376.109 -18220.496|8375.243 -18220.774|8374.320 -18217.861|8373.166 -18218.228|8372.432 -18215.904|8374.739 -18215.159|8372.712 -18208.765|8371.272 -18209.232|8369.951 -18205.062|8371.398 -18204.595|8369.371 -18198.202|8367.064 -18198.936|8366.330 -18196.612|8367.483 -18196.234|8366.560 -18193.320|8367.427 -18193.042|8365.253 -18186.170|8364.386 -18186.448|8363.464 -18183.535|8362.310 -18183.902|8361.541 -18181.478|8356.445 -18183.113|8356.263 -18182.523|8353.859 -18183.290|8353.537 -18182.267|8350.937 -18183.101|8351.258 -18184.102|8348.854 -18184.881|8349.035 -18185.459|8346.728 -18186.193|8345.009 -18185.303|8343.240 -18188.739|8344.729 -18189.506|8343.932 -18191.063|8344.617 -18193.231|8344.911 -18193.142|8346.798 -18199.114|8346.512 -18199.202|8347.602 -18202.661|8348.749 -18202.294|8349.511 -18204.684|8347.197 -18205.429|8349.168 -18211.667|8348.015 -18212.034|8349.427 -18216.482|8350.580 -18216.115|8352.552 -18222.353|8354.858 -18221.619|8355.690 -18224.232|8354.537 -18224.599|8355.543 -18227.791|8355.830 -18227.702|8356.816 -18230.793|8357.969 -18230.426|8358.794 -18233.039|8357.347 -18233.506|8358.361 -18236.697|8359.514 -18236.319|8360.339 -18238.932|8359.472 -18239.210|8360.423 -18242.213|8360.136 -18242.302
102 22 AUBURN BAY LI SE,8361.206 -18245.693|8362.359 -18245.315|8363.128 -18247.739|8368.224 -18246.104|8368.406 -18246.683|8370.811 -18245.915|8371.132 -18246.927|8373.726 -18246.104|8373.404 -18245.081|8375.809 -18244.314|8375.627 -18243.736|8380.723 -18242.101|8379.954 -18239.666|8381.108 -18239.299|8380.185 -18236.386|8381.052 -18236.108|8379.961 -18232.672|8377.941 -18233.317|8377.186 -18230.937|8378.339 -18230.571|8377.424 -18227.657|8378.283 -18227.379|8376.109 -18220.496|8375.243 -18220.774|8374.320 -18217.861|8373.166 -18218.228|8372.432 -18215.904|8374.739 -18215.159|8372.712 -18208.765|8371.272 -18209.232|8369.951 -18205.062|8371.398 -18204.595|8369.371 -18198.202|8367.064 -18198.936|8366.330 -18196.612|8367.483 -18196.234|8366.560 -18193.320|8367.427 -18193.042|8365.253 -18186.170|8364.386 -18186.448|8363.464 -18183.535|8362.310 -18183.902|8361.541 -18181.478|8356.445 -18183.113|8356.263 -18182.523|8353.859 -18183.290|8353.537 -18182.267|8350.937 -18183.101|8351.258 -18184.102|8348.854 -18184.881|8349.035 -18185.459|8346.728 -18186.193|8345.009 -18185.303|8343.240 -18188.739|8344.729 -18189.506|8343.932 -18191.063|8344.617 -18193.231|8344.911 -18193.142|8346.798 -18199.114|8346.512 -18199.202|8347.602 -18202.661|8348.749 -18202.294|8349.511 -18204.684|8347.197 -18205.429|8349.168 -18211.667|8348.015 -18212.034|8349.427 -18216.482|8350.580 -18216.115|8352.552 -18222.353|8354.858 -18221.619|8355.690 -18224.232|8354.537 -18224.599|8355.543 -18227.791|8355.830 -18227.702|8356.816 -18230.793|8357.969 -18230.426|8358.794 -18233.039|8357.347 -18233.506|8358.361 -18236.697|8359.514 -18236.319|8360.339 -18238.932|8359.472 -18239.210|8360.423 -18242.213|8360.136 -18242.302
101 22 AUBURN BAY LI SE,8361.206 -18245.693|8362.359 -18245.315|8363.128 -18247.739|8368.224 -18246.104|8368.406 -18246.683|8370.811 -18245.915|8371.132 -18246.927|8373.726 -18246.104|8373.404 -18245.081|8375.809 -18244.314|8375.627 -18243.736|8380.723 -18242.101|8379.954 -18239.666|8381.108 -18239.299|8380.185 -18236.386|8381.052 -18236.108|8379.961 -18232.672|8377.941 -18233.317|8377.186 -18230.937|8378.339 -18230.571|8377.424 -18227.657|8378.283 -18227.379|8376.109 -18220.496|8375.243 -18220.774|8374.320 -18217.861|8373.166 -18218.228|8372.432 -18215.904|8374.739 -18215.159|8372.712 -18208.765|8371.272 -18209.232|8369.951 -18205.062|8371.398 -18204.595|8369.371 -18198.202|8367.064 -18198.936|8366.330 -18196.612|8367.483 -18196.234|8366.560 -18193.320|8367.427 -18193.042|8365.253 -18186.170|8364.386 -18186.448|8363.464 -18183.535|8362.310 -18183.902|8361.541 -18181.478|8356.445 -18183.113|8356.263 -18182.523|8353.859 -18183.290|8353.537 -18182.267|8350.937 -18183.101|8351.258 -18184.102|8348.854 -18184.881|8349.035 -18185.459|8346.728 -18186.193|8345.009 -18185.303|8343.240 -18188.739|8344.729 -18189.506|8343.932 -18191.063|8344.617 -18193.231|8344.911 -18193.142|8346.798 -18199.114|8346.512 -18199.202|8347.602 -18202.661|8348.749 -18202.294|8349.511 -18204.684|8347.197 -18205.429|8349.168 -18211.667|8348.015 -18212.034|8349.427 -18216.482|8350.580 -18216.115|8352.552 -18222.353|8354.858 -18221.619|8355.690 -18224.232|8354.537 -18224.599|8355.543 -18227.791|8355.830 -18227.702|8356.816 -18230.793|8357.969 -18230.426|8358.794 -18233.039|8357.347 -18233.506|8358.361 -18236.697|8359.514 -18236.319|8360.339 -18238.932|8359.472 -18239.210|8360.423 -18242.213|8360.136 -18242.302
