ADDRESS,POINTS
111 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
112 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
114 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
115 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
116 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
117 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
118 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
119 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
120 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
121 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
201 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
202 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
203 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
204 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
205 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
206 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
207 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
208 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
209 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
210 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
211 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
212 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
214 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
215 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
216 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
217 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
218 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
219 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
220 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
221 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
301 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
302 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
303 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
304 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
305 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
306 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
307 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
308 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
309 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
310 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
311 20 SIERRA MORENA ME SW,-7138.164 -3619.313|-7131.921 -3602.733|-7131.928 -3537.873|-7141.240 -3541.231|-7150.614 -3544.389|-7160.051 -3547.358|-7169.551 -3550.116|-7181.910 -3553.307|-7194.346 -3556.154|-7194.332 -3587.266|-7184.238 -3587.266|-7181.757 -3587.266|-7179.275 -3587.266|-7176.800 -3587.266|-7174.319 -3587.266|-7171.837 -3587.266|-7167.587 -3587.255|-7167.580 -3600.265|-7171.236 -3600.209|-7171.488 -3617.289|-7171.508 -3618.890
