ADDRESS,POINTS
1304 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1306 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1308 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1310 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1309 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1307 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1305 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1303 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1301 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1402 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1404 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1406 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1408 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1410 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1409 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1407 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1405 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1403 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1401 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1502 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1504 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1506 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1508 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1510 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1509 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1507 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1505 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1503 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1501 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1602 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1604 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1606 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1608 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1609 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1607 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1605 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1603 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1601 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1702 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1704 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1706 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1708 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1709 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1707 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1705 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1703 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1701 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1802 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1804 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1806 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1808 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1809 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1807 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1805 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1803 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1801 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1902 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1904 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1906 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1908 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1909 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1907 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1905 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1903 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
1901 4637 MACLEOD TR SW,273.098 -3976.726|271.707 -3981.519|251.889 -4049.859|288.435 -4060.490|294.265 -4062.191|324.681 -4071.053|328.889 -4067.461|348.819 -3998.787|315.195 -3988.991
