ADDRESS,POINTS
404 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
405 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
406 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
407 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
408 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
501 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
502 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
503 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
504 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
505 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
506 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
507 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
508 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
601 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
602 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
603 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
604 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
605 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
606 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
607 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
701 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
702 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
703 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
704 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
705 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
706 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
801 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
802 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
803 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
804 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
805 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
806 4554 VALIANT DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
101 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
102 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
103 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
104 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
105 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
106 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
201 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
202 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
203 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
204 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
205 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
206 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
207 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
208 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
301 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
302 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
303 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
304 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
305 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
306 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
307 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
308 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
401 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
402 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
403 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
404 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
405 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
406 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
407 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
408 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
501 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
502 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
503 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
504 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
505 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
506 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
507 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
601 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
602 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
603 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
604 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
605 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
606 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
607 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
701 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
702 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
703 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
704 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
705 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
706 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
707 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
801 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
802 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
803 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
804 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
805 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
806 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
807 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
901 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
902 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
903 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
904 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
905 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
1001 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
1002 4555 VARSITY LN NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
