ADDRESS,POINTS
900 QUEENSLAND DR SE,3863.917 -12712.533|3859.709 -12712.178|3855.522 -12711.633|3851.369 -12710.899|3847.245 -12709.987|3843.177 -12708.875|3839.150 -12707.596|3835.193 -12706.129|3831.300 -12704.494|3830.852 -12704.294|3826.854 -12702.648|3822.764 -12701.258|3818.598 -12700.124|3814.369 -12699.246|3740.584 -12686.314|3735.733 -12690.016|3735.209 -12698.212|3735.041 -12706.418|3735.244 -12714.624|3735.817 -12722.819|3736.754 -12730.970|3738.054 -12739.087|3739.710 -12747.126|3741.731 -12755.077|3827.679 -12729.457|3829.412 -12728.946|3863.393 -12718.827
718 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
720 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
722 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
724 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
726 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
728 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
730 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
732 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
734 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
736 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
738 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
740 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
742 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
744 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
743 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
741 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
739 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
737 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
729 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
727 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
725 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
723 QUEENSTON TC SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
210 QUEENSTON HT SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
208 QUEENSTON HT SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
206 QUEENSTON HT SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
204 QUEENSTON HT SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
202 QUEENSTON HT SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
40 QUEEN ANNE CL SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
42 QUEEN ANNE CL SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
44 QUEEN ANNE CL SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
46 QUEEN ANNE CL SE,4003.300 -12486.396|3970.187 -12484.272|3969.914 -12488.598|3969.753 -12489.721|3969.432 -12490.800|3968.949 -12491.823|3968.320 -12492.768|3967.558 -12493.602|3966.677 -12494.302|3965.699 -12494.869|3964.650 -12495.292|3911.942 -12511.504|3917.087 -12600.238|3980.008 -12595.245|3983.559 -12584.281|4008.879 -12570.449|4012.772 -12560.130|4013.849 -12534.644|4007.215 -12530.051|4006.628 -12508.079
