ADDRESS,POINTS
116V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
117V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
119V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
120V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
121V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
122V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
123V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
124V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
125V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
126V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
127V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
128V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
129V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
130V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
131V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
132V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
133V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
134V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
135V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
136V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
137V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
138V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
139V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
140V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
141V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
142V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
143V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
144V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
145V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
146V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
147V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
148V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
149V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
150V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
151V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
152V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
153V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
154V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
155V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
156V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
157V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
158V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
159V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
160V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
161V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
162V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
163V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
164V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
165V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
166V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
167V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
168V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
169V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
170V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
171V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
172V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
173V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
174V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
175V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
176V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
177V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
178V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
179V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
180V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
181V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
182V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
183V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
184V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
185V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
186V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
187V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
188V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
189V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
190V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
191V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
192V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
193V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
194V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
195V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
196V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
197V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
199V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
200V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
201V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
202V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
203V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
204V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
205V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
206V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
207V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
208V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
209V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
210V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
211V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
212V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
213V 1727 54 ST SE,8027.047 -1110.488|8087.808 -1110.421|8087.787 -1086.348|8087.780 -1083.301|8087.745 -1037.600|8028.781 -1037.667|8026.984 -1037.667|8026.984 -1041.269|8026.991 -1045.161
