ADDRESS,POINTS
16 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
17 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
18 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
19 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
20 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
21 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
22 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
23 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
24 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
25 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
26 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
27 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
28 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
29 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
30 75 ERIN CROFT CR SE,6975.449 -2654.874|6880.742 -2749.846|6879.644 -2751.392|6879.043 -2751.558|6979.650 -2752.648|6981.789 -2752.504|6983.886 -2752.059|6985.913 -2751.347|6987.822 -2750.369|6989.954 -2749.301|6992.226 -2748.590|6994.588 -2748.256|6996.972 -2748.300|6999.314 -2748.712|7001.565 -2749.501|7003.655 -2750.647|7005.543 -2752.103|7036.433 -2752.003|7039.425 -2751.992|7039.348 -2716.688|7036.357 -2716.699|7034.015 -2716.710|7033.882 -2676.090|7033.875 -2674.734|7028.898 -2674.745|7022.732 -2674.545|7016.601 -2673.900|7010.534 -2672.832|7004.557 -2671.320|6998.699 -2669.397|6993.002 -2667.061|6987.479 -2664.315|6982.166 -2661.190|6978.720 -2658.121
293 ERIN WOODS DR SE,7298.779 -2543.379|7302.330 -2546.760|7306.049 -2549.951|7309.936 -2552.931|7313.976 -2555.722|7318.150 -2558.279|7322.456 -2560.626|7326.881 -2562.738|7331.404 -2564.618|7332.208 -2564.028|7336.814 -2561.782|7352.899 -2513.257|7354.584 -2508.531|7356.499 -2503.894|7358.646 -2499.368|7361.015 -2494.943|7363.602 -2490.651|7366.398 -2486.481|7369.397 -2482.456|7372.585 -2478.597|7373.591 -2477.585|7309.642 -2340.326|7303.435 -2342.306|7297.346 -2344.607|7291.397 -2347.254|7285.602 -2350.234|7279.982 -2353.525|7274.557 -2357.128|7269.335 -2361.020|7264.337 -2365.201|7192.922 -2436.799
120 ERIN DALE CR SE,6716.941 -3014.479|6713.914 -3010.009|6710.656 -3005.717|6707.168 -3001.603|6703.463 -2997.677|6671.006 -2965.153|6649.881 -2986.358|6677.389 -3013.934|6681.010 -3017.781|6684.379 -3021.840|6687.504 -3026.110|6690.363 -3030.547
80 ERIN MOUNT CR SE,6740.743 -2979.953|6702.687 -2941.813|6681.569 -2963.029|6709.796 -2991.317|6714.564 -2996.410|6718.989 -3001.792
3 ERIN WOODS DR SE,6824.524 -3171.931|6824.552 -3187.420|6847.257 -3187.387|6848.669 -3187.242|6850.032 -3186.820|6851.277 -3186.153|6852.374 -3185.241|6853.269 -3184.140|6853.933 -3182.884|6854.339 -3181.516|6854.471 -3180.104|6854.450 -3171.864
7 ERIN WOODS DR SE,6854.450 -3171.864|6854.408 -3157.898|6824.496 -3157.943|6824.524 -3171.931
11 ERIN WOODS DR SE,6854.408 -3157.898|6854.366 -3143.921|6824.468 -3143.954|6824.496 -3157.943
12 ERIN DALE CR SE,6417.664 -3348.041|6418.881 -3348.864|6420.230 -3349.420|6421.670 -3349.709|6423.138 -3349.709|6424.571 -3349.420|6425.927 -3348.864|6427.143 -3348.041|6428.178 -3347.007|6475.280 -3289.419|6480.320 -3283.437|6485.521 -3277.611|6485.409 -3271.139|6423.690 -3209.292|6347.179 -3286.139|6362.775 -3302.841
42 ERIN WOODS CO SE,6626.980 -3386.726|6633.684 -3378.520|6618.536 -3366.055|6614.817 -3370.592|6611.832 -3374.239
44 ERIN WOODS CO SE,6626.980 -3386.726|6611.832 -3374.239|6608.917 -3377.808|6624.072 -3390.284
46 ERIN WOODS CO SE,6624.072 -3390.284|6608.917 -3377.808|6606.030 -3381.333|6621.185 -3393.809
48 ERIN WOODS CO SE,6621.185 -3393.809|6606.030 -3381.333|6603.143 -3384.869|6618.291 -3397.345
50 ERIN WOODS CO SE,6618.291 -3397.345|6603.143 -3384.869|6600.850 -3387.671|6600.165 -3390.384|6614.397 -3402.104
54 ERIN WOODS CO SE,6614.397 -3402.104|6600.165 -3390.384|6599.822 -3391.730|6596.551 -3395.377|6610.511 -3406.864
56 ERIN WOODS CO SE,6610.511 -3406.864|6596.551 -3395.377|6593.503 -3398.769|6607.617 -3410.400
58 ERIN WOODS CO SE,6607.617 -3410.400|6593.503 -3398.769|6590.448 -3402.171|6604.730 -3413.924
60 ERIN WOODS CO SE,6604.730 -3413.924|6590.448 -3402.171|6587.400 -3405.563|6601.842 -3417.460
62 ERIN WOODS CO SE,6601.842 -3417.460|6587.400 -3405.563|6584.345 -3408.965|6598.955 -3420.996
64 ERIN WOODS CO SE,6598.955 -3420.996|6584.345 -3408.965|6580.235 -3413.546|6595.062 -3425.756
68 ERIN WOODS CO SE,6595.062 -3425.756|6580.235 -3413.546|6577.397 -3416.704|6576.264 -3418.239|6591.168 -3430.515
70 ERIN WOODS CO SE,6591.168 -3430.515|6576.264 -3418.239|6573.538 -3421.908|6588.281 -3434.040
72 ERIN WOODS CO SE,6588.281 -3434.040|6573.538 -3421.908|6570.819 -3425.567|6585.387 -3437.576
74 ERIN WOODS CO SE,6585.387 -3437.576|6570.819 -3425.567|6568.092 -3429.236|6582.500 -3441.100
76 ERIN WOODS CO SE,6582.500 -3441.100|6568.092 -3429.236|6565.373 -3432.905|6579.613 -3444.636
78 ERIN WOODS CO SE,6579.613 -3444.636|6565.373 -3432.905|6561.969 -3437.487|6570.924 -3444.870|6575.083 -3448.295|6576.006 -3449.051
2 ERIN WOODS CO SE,6556.209 -3314.794|6554.762 -3313.582|6552.371 -3311.625|6551.203 -3310.647|6539.886 -3324.802|6544.542 -3329.072
4 ERIN WOODS CO SE,6559.732 -3317.696|6556.209 -3314.794|6544.542 -3329.072|6547.911 -3332.163
6 ERIN WOODS CO SE,6563.255 -3320.587|6559.732 -3317.696|6547.911 -3332.163|6551.280 -3335.243
8 ERIN WOODS CO SE,6566.771 -3323.490|6563.255 -3320.587|6551.280 -3335.243|6554.643 -3338.334
10 ERIN WOODS CO SE,6570.294 -3326.381|6566.771 -3323.490|6554.643 -3338.334|6558.012 -3341.414
12 ERIN WOODS CO SE,6575.041 -3330.284|6570.294 -3326.381|6558.012 -3341.414|6562.549 -3345.573
16 ERIN WOODS CO SE,6579.788 -3334.187|6575.041 -3330.284|6562.549 -3345.573|6567.470 -3349.276
18 ERIN WOODS CO SE,6583.311 -3337.089|6579.788 -3334.187|6567.470 -3349.276|6571.119 -3352.011
20 ERIN WOODS CO SE,6586.834 -3339.980|6583.311 -3337.089|6571.119 -3352.011|6574.768 -3354.746
22 ERIN WOODS CO SE,6590.350 -3342.882|6586.834 -3339.980|6574.768 -3354.746|6578.396 -3357.504
24 ERIN WOODS CO SE,6593.873 -3345.773|6590.350 -3342.882|6578.396 -3357.504|6582.059 -3360.228
26 ERIN WOODS CO SE,6599.389 -3350.310|6593.873 -3345.773|6582.059 -3360.228|6587.778 -3364.532
32 ERIN WOODS CO SE,6604.911 -3354.847|6599.389 -3350.310|6587.778 -3364.532|6593.496 -3368.824
34 ERIN WOODS CO SE,6608.428 -3357.749|6604.911 -3354.847|6593.496 -3368.824|6595.153 -3370.069|6597.068 -3371.648
36 ERIN WOODS CO SE,6611.951 -3360.640|6608.428 -3357.749|6597.068 -3371.648|6600.591 -3374.550
38 ERIN WOODS CO SE,6618.536 -3366.055|6611.951 -3360.640|6600.591 -3374.550|6606.079 -3379.065|6613.733 -3369.702|6614.817 -3370.592
36V ERIN WOODS CO SE,6575.083 -3448.295|6570.924 -3444.870|6569.246 -3446.916|6573.405 -3450.341
37V ERIN WOODS CO SE,6573.405 -3450.341|6569.246 -3446.916|6566.701 -3450.029|6570.861 -3453.454
38V ERIN WOODS CO SE,6564.143 -3432.472|6559.830 -3429.247|6558.341 -3431.249|6562.654 -3434.473
39V ERIN WOODS CO SE,6565.632 -3430.470|6561.319 -3427.246|6559.830 -3429.247|6564.143 -3432.472
40V ERIN WOODS CO SE,6567.121 -3428.469|6562.801 -3425.244|6561.319 -3427.246|6565.632 -3430.470
41V ERIN WOODS CO SE,6568.603 -3426.456|6564.290 -3423.231|6562.801 -3425.244|6567.121 -3428.469
42V ERIN WOODS CO SE,6570.092 -3424.455|6565.779 -3421.230|6564.290 -3423.231|6568.603 -3426.456
43V ERIN WOODS CO SE,6571.581 -3422.453|6567.268 -3419.228|6565.779 -3421.230|6570.092 -3424.455
44V ERIN WOODS CO SE,6573.070 -3420.452|6568.750 -3417.227|6567.268 -3419.228|6571.581 -3422.453
45V ERIN WOODS CO SE,6574.622 -3418.350|6570.239 -3415.225|6568.750 -3417.227|6573.070 -3420.452
46V ERIN WOODS CO SE,6574.622 -3418.350|6576.041 -3416.437|6571.728 -3413.213|6570.239 -3415.225
47V ERIN WOODS CO SE,6578.893 -3413.113|6574.901 -3409.488|6573.237 -3411.345|6577.222 -3414.959
48V ERIN WOODS CO SE,6580.563 -3411.256|6576.572 -3407.642|6574.901 -3409.488|6578.893 -3413.113
49V ERIN WOODS CO SE,6582.234 -3409.399|6578.243 -3405.785|6576.572 -3407.642|6580.563 -3411.256
50V ERIN WOODS CO SE,6583.905 -3407.553|6579.913 -3403.928|6578.243 -3405.785|6582.234 -3409.399
51V ERIN WOODS CO SE,6585.576 -3405.696|6581.584 -3402.071|6579.913 -3403.928|6583.905 -3407.553
52V ERIN WOODS CO SE,6587.239 -3403.839|6583.248 -3400.225|6581.584 -3402.071|6585.576 -3405.696
53V ERIN WOODS CO SE,6588.910 -3401.982|6584.919 -3398.368|6583.248 -3400.225|6587.239 -3403.839
54V ERIN WOODS CO SE,6590.581 -3400.136|6586.589 -3396.511|6584.919 -3398.368|6588.910 -3401.982
55V ERIN WOODS CO SE,6592.252 -3398.279|6588.260 -3394.665|6586.589 -3396.511|6590.581 -3400.136
56V ERIN WOODS CO SE,6593.915 -3396.422|6589.931 -3392.808|6588.260 -3394.665|6592.252 -3398.279
57V ERIN WOODS CO SE,6595.586 -3394.576|6591.594 -3390.952|6589.931 -3392.808|6593.915 -3396.422
58V ERIN WOODS CO SE,6595.586 -3394.576|6597.257 -3392.720|6593.265 -3389.095|6591.594 -3390.952
59V ERIN WOODS CO SE,6593.188 -3386.081|6593.503 -3388.550|6598.837 -3387.871|6598.522 -3385.392
60V ERIN WOODS CO SE,6598.522 -3385.392|6598.200 -3382.912|6592.867 -3383.602|6593.188 -3386.081
61V ERIN WOODS CO SE,6598.200 -3382.912|6597.886 -3380.432|6592.552 -3381.122|6592.867 -3383.602
62V ERIN WOODS CO SE,6597.886 -3380.432|6597.571 -3377.953|6592.238 -3378.642|6592.552 -3381.122
63V ERIN WOODS CO SE,6597.571 -3377.953|6597.250 -3375.473|6591.916 -3376.163|6592.238 -3378.642
64V ERIN WOODS CO SE,6589.169 -3373.872|6591.161 -3375.373|6594.384 -3371.048|6592.391 -3369.558
65V ERIN WOODS CO SE,6592.391 -3369.558|6590.399 -3368.057|6587.169 -3372.371|6589.169 -3373.872
66V ERIN WOODS CO SE,6590.399 -3368.057|6588.400 -3366.555|6585.177 -3370.881|6587.169 -3372.371
67V ERIN WOODS CO SE,6588.400 -3366.555|6586.408 -3365.065|6583.185 -3369.380|6585.177 -3370.881
68V ERIN WOODS CO SE,6586.408 -3365.065|6584.415 -3363.564|6581.193 -3367.879|6583.185 -3369.380
69V ERIN WOODS CO SE,6584.415 -3363.564|6582.423 -3362.063|6579.200 -3366.389|6581.193 -3367.879
70V ERIN WOODS CO SE,6582.423 -3362.063|6580.431 -3360.573|6577.208 -3364.887|6579.200 -3366.389
71V ERIN WOODS CO SE,6580.431 -3360.573|6578.438 -3359.072|6575.216 -3363.386|6577.208 -3364.887
72V ERIN WOODS CO SE,6578.438 -3359.072|6576.446 -3357.571|6573.216 -3361.896|6575.216 -3363.386
73V ERIN WOODS CO SE,6576.446 -3357.571|6574.454 -3356.081|6571.224 -3360.395|6573.216 -3361.896
74V ERIN WOODS CO SE,6574.454 -3356.081|6572.455 -3354.580|6569.232 -3358.894|6571.224 -3360.395
75V ERIN WOODS CO SE,6572.455 -3354.580|6570.462 -3353.079|6567.240 -3357.404|6569.232 -3358.894
76V ERIN WOODS CO SE,6570.462 -3353.079|6568.470 -3351.577|6565.247 -3355.903|6567.240 -3357.404
77V ERIN WOODS CO SE,6568.470 -3351.577|6566.478 -3350.087|6563.255 -3354.402|6565.247 -3355.903
78V ERIN WOODS CO SE,6566.478 -3350.087|6564.485 -3348.586|6561.263 -3352.912|6563.255 -3354.402
79V ERIN WOODS CO SE,6564.485 -3348.586|6562.493 -3347.085|6559.263 -3351.411|6561.263 -3352.912
80V ERIN WOODS CO SE,6555.796 -3348.386|6557.635 -3350.065|6561.256 -3346.084|6559.424 -3344.394
81V ERIN WOODS CO SE,6559.424 -3344.394|6557.586 -3342.715|6553.958 -3346.696|6555.796 -3348.386
82V ERIN WOODS CO SE,6557.586 -3342.715|6555.740 -3341.025|6552.119 -3345.017|6553.958 -3346.696
83V ERIN WOODS CO SE,6555.740 -3341.025|6553.902 -3339.346|6550.281 -3343.327|6552.119 -3345.017
84V ERIN WOODS CO SE,6553.902 -3339.346|6552.063 -3337.656|6548.435 -3341.648|6550.281 -3343.327
85V ERIN WOODS CO SE,6552.063 -3337.656|6550.225 -3335.977|6546.597 -3339.958|6548.435 -3341.648
86V ERIN WOODS CO SE,6550.225 -3335.977|6548.386 -3334.287|6544.758 -3338.267|6546.597 -3339.958
87V ERIN WOODS CO SE,6548.386 -3334.287|6546.548 -3332.608|6542.920 -3336.588|6544.758 -3338.267
88V ERIN WOODS CO SE,6546.548 -3332.608|6544.709 -3330.917|6541.081 -3334.898|6542.920 -3336.588
89V ERIN WOODS CO SE,6544.709 -3330.917|6542.871 -3329.238|6539.243 -3333.219|6541.081 -3334.898
90V ERIN WOODS CO SE,6542.871 -3329.238|6541.032 -3327.548|6537.404 -3331.529|6539.243 -3333.219
91V ERIN WOODS CO SE,6541.032 -3327.548|6539.194 -3325.858|6535.566 -3329.850|6537.404 -3331.529
1 72 ERIN GROVE CL SE,7228.839 -2752.470|7234.264 -2737.681|7240.010 -2720.357|7236.941 -2716.098|7199.689 -2716.210|7188.239 -2747.200|7189.993 -2748.223|7191.594 -2749.468|7193.006 -2750.914|7194.216 -2752.548
2 72 ERIN GROVE CL SE,7228.839 -2752.470|7234.264 -2737.681|7240.010 -2720.357|7236.941 -2716.098|7199.689 -2716.210|7188.239 -2747.200|7189.993 -2748.223|7191.594 -2749.468|7193.006 -2750.914|7194.216 -2752.548
3 72 ERIN GROVE CL SE,7228.839 -2752.470|7234.264 -2737.681|7240.010 -2720.357|7236.941 -2716.098|7199.689 -2716.210|7188.239 -2747.200|7189.993 -2748.223|7191.594 -2749.468|7193.006 -2750.914|7194.216 -2752.548
4 72 ERIN GROVE CL SE,7228.839 -2752.470|7234.264 -2737.681|7240.010 -2720.357|7236.941 -2716.098|7199.689 -2716.210|7188.239 -2747.200|7189.993 -2748.223|7191.594 -2749.468|7193.006 -2750.914|7194.216 -2752.548
5 72 ERIN GROVE CL SE,7228.839 -2752.470|7234.264 -2737.681|7240.010 -2720.357|7236.941 -2716.098|7199.689 -2716.210|7188.239 -2747.200|7189.993 -2748.223|7191.594 -2749.468|7193.006 -2750.914|7194.216 -2752.548
1 112 ERIN GROVE CL SE,7085.821 -2747.967|7085.786 -2716.554|7042.333 -2716.677|7042.410 -2751.981|7075.294 -2751.881|7076.398 -2750.969|7077.593 -2750.157|7078.852 -2749.468|7080.173 -2748.901|7081.543 -2748.456|7082.955 -2748.156|7084.381 -2747.989
2 112 ERIN GROVE CL SE,7085.821 -2747.967|7085.786 -2716.554|7042.333 -2716.677|7042.410 -2751.981|7075.294 -2751.881|7076.398 -2750.969|7077.593 -2750.157|7078.852 -2749.468|7080.173 -2748.901|7081.543 -2748.456|7082.955 -2748.156|7084.381 -2747.989
3 112 ERIN GROVE CL SE,7085.821 -2747.967|7085.786 -2716.554|7042.333 -2716.677|7042.410 -2751.981|7075.294 -2751.881|7076.398 -2750.969|7077.593 -2750.157|7078.852 -2749.468|7080.173 -2748.901|7081.543 -2748.456|7082.955 -2748.156|7084.381 -2747.989
4 112 ERIN GROVE CL SE,7085.821 -2747.967|7085.786 -2716.554|7042.333 -2716.677|7042.410 -2751.981|7075.294 -2751.881|7076.398 -2750.969|7077.593 -2750.157|7078.852 -2749.468|7080.173 -2748.901|7081.543 -2748.456|7082.955 -2748.156|7084.381 -2747.989
5 112 ERIN GROVE CL SE,7085.821 -2747.967|7085.786 -2716.554|7042.333 -2716.677|7042.410 -2751.981|7075.294 -2751.881|7076.398 -2750.969|7077.593 -2750.157|7078.852 -2749.468|7080.173 -2748.901|7081.543 -2748.456|7082.955 -2748.156|7084.381 -2747.989
