ADDRESS,POINTS
25V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
26V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
27V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
28V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
29V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
30V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
31V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
32V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
33V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
34V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
35V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
36V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
37V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
38V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
39V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
40V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
41V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
42V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
43V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
44V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
45V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
46V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
47V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
48V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
49V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
50V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
51V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
52V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
53V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
54V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
55V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
56V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
57V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
58V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
59V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
60V 8300 9 AV SW,-9652.240 1352.157|-9652.114 1307.379|-9588.578 1307.379|-9580.804 1307.379|-9580.902 1337.012|-9581.014 1376.709|-9581.077 1400.516|-9581.098 1405.764|-9623.831 1405.620|-9627.717 1405.608|-9642.481 1405.608|-9657.784 1405.620|-9661.363 1405.608|-9661.356 1401.617|-9649.073 1401.650|-9649.073 1401.350|-9642.873 1401.372|-9642.866 1398.837|-9637.630 1398.859|-9637.511 1355.093|-9642.915 1355.081|-9642.908 1352.491|-9647.668 1352.479|-9647.668 1352.168
