ADDRESS,POINTS
306 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
304 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
302 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
401 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
403 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
405 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
407 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
408 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
406 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
404 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
402 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
501 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
503 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
505 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
507 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
508 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
506 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
504 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
502 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
601 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
603 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
605 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
607 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
608 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
606 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
604 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
602 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
701 145 POINT DR NW,-5295.223 1508.453|-5294.258 1512.178|-5292.944 1515.791|-5291.294 1519.261|-5289.316 1522.563|-5258.068 1569.410|-5257.362 1570.722|-5256.929 1572.145|-5256.782 1573.635|-5256.929 1575.114|-5257.362 1576.548|-5258.061 1577.860|-5259.012 1579.017|-5260.158 1579.973|-5322.793 1621.938|-5334.404 1604.536|-5346.316 1601.323|-5335.453 1560.825|-5340.444 1559.480|-5340.409 1559.347|-5354.166 1555.633|-5353.020 1551.374|-5370.433 1546.681|-5372.579 1542.945|-5372.188 1541.477|-5371.398 1538.542|-5358.731 1491.329
