ADDRESS,POINTS
510 19 AV SW,-47.611 -1285.531|-62.808 -1285.531|-62.774 -1322.148|-47.583 -1322.148|-47.604 -1295.639
510 21 AV SW,-32.239 -1484.192|-47.436 -1484.192|-62.627 -1484.192|-70.428 -1484.203|-70.051 -1520.753|-62.627 -1520.753|-47.436 -1520.753|-32.218 -1520.753|-32.239 -1518.751
104V 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
105V 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
106V 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
107V 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
108V 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
109V 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
110V 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
111V 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
101 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
102 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
103 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
104 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
105 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
106 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
107 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
108 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
109 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
110 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
111 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
201 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
202 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
203 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
204 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
205 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
206 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
207 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
208 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
209 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
210 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
211 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
301 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
302 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
303 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
304 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
305 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
306 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
307 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
308 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
309 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
310 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
311 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
401 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
402 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
403 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
404 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
405 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
406 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
407 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
408 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
409 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
410 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
411 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
501 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
502 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
503 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
504 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
505 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
506 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
507 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
508 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
509 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
510 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
511 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
601 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
602 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
603 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
604 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
605 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
606 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
607 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
608 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
609 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
610 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
611 505 19 AV SW,-62.704 -1378.802|-17.266 -1378.790|-17.266 -1342.229|-62.725 -1342.252
97V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
98V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
99V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
100V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
101V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
102V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
103V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
104V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
105V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
106V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
107V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
2A 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
2B 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
2C 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
2D 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
2E 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
2F 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
3A 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
3B 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
3C 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
3D 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
3E 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
3F 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
4A 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
4B 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
4C 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
4D 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
4E 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
4F 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
5A 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
5B 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
5C 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
5D 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
5E 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
5F 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
6A 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
6B 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
6C 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
6D 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
6E 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
6F 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
7A 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
7B 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
7C 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
720 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
730 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
740 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
750 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
760 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
810 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
81V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
82V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
83V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
84V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
85V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
86V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
87V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
88V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
89V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
90V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
91V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
92V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
93V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
94V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
95V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
96V 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
7D 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
7E 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
7F 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
8A 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
8B 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
8C 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
8D 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
8E 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
8F 515 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
210 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
220 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
230 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
240 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
250 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
260 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
310 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
320 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
330 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
340 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
350 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
360 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
410 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
420 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
430 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
440 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
450 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
460 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
510 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
520 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
530 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
540 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
550 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
560 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
610 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
620 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
630 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
640 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
650 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
660 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
710 519 17 AV SW,-47.674 -1143.646|-123.619 -1143.669|-123.598 -1180.218|-47.653 -1180.196
