ADDRESS,POINTS
25 ASPEN RIDGE GR SW,-8605.137 -187.315|-8603.669 -186.492|-8624.402 -157.926|-8627.597 -160.327|-8632.315 -164.164|-8636.936 -168.111|-8613.784 -194.876
27 ASPEN RIDGE HE SW,-8734.307 -180.343|-8724.618 -187.248|-8699.690 -165.998|-8701.032 -163.875|-8701.976 -161.540|-8702.500 -159.082|-8702.584 -156.580|-8734.293 -155.935|-8734.300 -167.967
21 ASPEN RIDGE GR SW,-8593.267 -180.632|-8608.632 -149.497|-8612.763 -151.232|-8616.776 -153.222|-8620.662 -155.457|-8624.402 -157.926|-8603.669 -186.492
17 ASPEN RIDGE GR SW,-8582.872 -175.928|-8590.806 -145.161|-8595.357 -145.817|-8599.859 -146.762|-8604.291 -147.996|-8608.632 -149.497|-8593.267 -180.632
5 ASPEN RIDGE GR SW,-8538.706 -178.041|-8538.699 -149.141|-8540.782 -147.040|-8543.166 -144.649|-8556.161 -144.660|-8556.070 -176.929
9 ASPEN RIDGE GR SW,-8556.070 -176.929|-8556.161 -144.660|-8571.981 -144.693|-8571.897 -175.928
13 ASPEN RIDGE GR SW,-8581.516 -175.317|-8571.897 -175.928|-8571.981 -144.693|-8582.907 -144.716|-8586.863 -144.827|-8590.806 -145.161|-8582.872 -175.928
7 ASPEN RIDGE HE SW,-8665.842 -167.344|-8659.376 -167.199|-8654.545 -162.540|-8649.603 -158.004|-8644.549 -153.589|-8639.383 -149.308|-8650.162 -133.218|-8673.322 -158.426|-8672.525 -160.038|-8671.560 -161.551|-8670.449 -162.963|-8669.197 -164.242
11 ASPEN RIDGE HE SW,-8674.454 -154.746|-8673.993 -156.614|-8673.322 -158.426|-8650.162 -133.218|-8658.495 -120.809|-8680.948 -145.249|-8679.732 -146.095|-8678.613 -147.051|-8677.600 -148.129|-8676.698 -149.308|-8675.929 -150.576|-8675.293 -151.910|-8674.804 -153.300
23 ASPEN RIDGE HE SW,-8734.293 -155.935|-8702.584 -156.580|-8702.241 -154.145|-8701.486 -151.821|-8700.347 -149.653|-8698.851 -147.718|-8734.258 -114.971|-8734.272 -128.982|-8734.286 -148.474
19 ASPEN RIDGE HE SW,-8690.343 -143.248|-8693.587 -111.368|-8697.327 -111.379|-8714.775 -111.435|-8734.258 -111.491|-8734.258 -114.971|-8698.851 -147.718|-8697.047 -146.061|-8694.985 -144.738|-8692.734 -143.793
15 ASPEN RIDGE HE SW,-8680.948 -145.249|-8658.495 -120.809|-8649.708 -111.235|-8662.437 -111.279|-8679.879 -111.324|-8693.587 -111.368|-8690.343 -143.248|-8687.904 -143.126|-8685.471 -143.426|-8683.136 -144.138
20 ASPEN RIDGE GR SW,-8637.467 -147.774|-8634.818 -145.761|-8632.099 -143.837|-8629.303 -142.025|-8626.443 -140.324|-8643.724 -111.213|-8644.989 -111.224|-8649.708 -111.235|-8658.495 -120.809|-8650.162 -133.218|-8639.383 -149.308
16 ASPEN RIDGE GR SW,-8609.820 -132.985|-8610.806 -130.772|-8619.523 -111.146|-8627.541 -111.168|-8643.724 -111.213|-8626.443 -140.324|-8622.438 -138.166|-8618.321 -136.220|-8614.112 -134.497
12 ASPEN RIDGE GR SW,-8582.935 -128.726|-8582.515 -128.726|-8580.523 -128.715|-8580.551 -111.024|-8592.645 -111.057|-8610.093 -111.113|-8619.523 -111.146|-8610.806 -130.772|-8609.820 -132.985|-8606.556 -131.995|-8603.249 -131.139|-8599.908 -130.405|-8596.545 -129.804|-8593.162 -129.337|-8589.764 -129.004|-8586.353 -128.793
8 ASPEN RIDGE GR SW,-8580.523 -128.715|-8578.531 -128.715|-8543.173 -128.659|-8538.685 -124.156|-8538.699 -112.102|-8538.699 -110.901|-8541.251 -110.901|-8557.748 -110.957|-8575.196 -111.013|-8580.551 -111.024
