ADDRESS,POINTS
314V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
315V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
316V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
317V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
318V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
319V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
320V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
321V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
322V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
323V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
324V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
325V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
326V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
327V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
328V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
329V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
330V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
331V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
332V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
333V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
334V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
335V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
336V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
337V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
338V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1106 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1109 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1111 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1113 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1115 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1114 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1112 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1110 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1108 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1107 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1105 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1103 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1202 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1204 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1206 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1209 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1000 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1213 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1215 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1214 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1212 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1210 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1208 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1207 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1205 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1203 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1201 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1302 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1309 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1311 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1313 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1312 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1310 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1308 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1307 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1305 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1303 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1301 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2102 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
268V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
269V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
270V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
271V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
272V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
273V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
274V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
275V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
276V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
277V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
278V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
279V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
280V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
281V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
282V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
283V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
284V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
285V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
286V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
287V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
288V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
289V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
290V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
291V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
292V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
293V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
294V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
295V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
296V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
297V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
298V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
299V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
300V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
301V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
302V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
303V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
166V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
167V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1102 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
1104 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
339V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
340V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
341V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
342V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
343V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
344V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2207 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2205 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2203 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2201 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2302 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2304 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2306 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2309 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2311 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2313 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2312 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2208 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2310 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2308 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2307 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2305 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2303 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
2301 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
251V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
252V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
253V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
254V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
255V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
256V 2280 68 ST NE,9666.153 2711.281|9641.665 2711.270|9641.686 2676.733|9588.748 2676.700|9588.727 2711.226|9564.232 2711.215|9564.274 2651.481|9666.195 2651.548
