ADDRESS,POINTS
405 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
406 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
407 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
408 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
501 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
502 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
503 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
504 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
505 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
507 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
508 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
601 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
602 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
604 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
605 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
606 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
607 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
608 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
701 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
702 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
703 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
704 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
705 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
706 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
707 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
708 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
801 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
802 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
803 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
804 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
805 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
806 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
807 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
808 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
901 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
902 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
903 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
904 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
905 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
906 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
907 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
908 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1001 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1002 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1003 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1004 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1005 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1006 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1007 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1008 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1101 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1102 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1103 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1104 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1105 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1106 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1107 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1108 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1201 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1202 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1203 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1204 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1205 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1206 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1207 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1208 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1301 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1302 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1303 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1304 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1305 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1306 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1307 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1308 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1401 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1402 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1403 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1404 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1405 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1406 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1407 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1408 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1501 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1502 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1503 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1504 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1505 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1506 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1507 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1508 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1601 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1602 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1603 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1604 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
1605 519 RIVERFRONT AV SE,1439.536 -93.399|1444.213 -89.118|1446.806 -31.453|1446.855 -30.229|1447.260 -21.145|1385.395 -3.787|1372.819 -0.262|1369.107 -82.124|1368.743 -90.175|1370.100 -90.241
