ADDRESS,POINTS
2213 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2211 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2309 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2305 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2303 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2301 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2300 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2302 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2304 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2306 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2307 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2308 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2310 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2312 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2314 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2316 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2317 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2319 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2318 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2320 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2322 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2324 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2326 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2327 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2325 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2323 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2321 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2315 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2313 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2311 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2409 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2405 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2403 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2401 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2400 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2402 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2404 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2406 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2407 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2408 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2410 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2412 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2414 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2416 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2417 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2419 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2418 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2420 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2422 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2424 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2426 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2427 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2425 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2423 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2421 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2415 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2413 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2411 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
1V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
2V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
3V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
4V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
5V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
6V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
7V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
8V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
9V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
10V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
11V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
12V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
13V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
14V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
15V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
16V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
17V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
18V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
19V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
20V 6224 17 AV SE,8768.576 -1107.074|8808.687 -1112.356|8965.134 -1112.067|8967.133 -1110.966|8969.021 -1109.688|8970.775 -1108.231|8972.397 -1106.630|8973.851 -1104.873|8975.137 -1102.994|8976.242 -1101.003|8977.158 -1098.913|8981.233 -1087.237|8981.170 -1028.582|8976.612 -1024.012|8768.513 -1024.412
