ADDRESS,POINTS
322 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
324 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
326 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
328 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
327 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
325 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
323 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
321 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
317 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
315 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
313 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
311 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
309 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
307 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
305 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
303 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
301 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
422 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
424 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
426 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
428 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
427 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
425 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
423 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
421 1616 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
173 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
175 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
174 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
172 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
158 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
156 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
154 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
152 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
150 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
151 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
153 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
155 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
157 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
159 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
161 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
268 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
270 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
273 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
275 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
277 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
279 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
278 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
276 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
274 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
272 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
262 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
258 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
256 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
254 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
252 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
250 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
251 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
253 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
255 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
257 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
259 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
261 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
368 1620 8 AV NW,-1791.693 1360.241|-1776.496 1360.263|-1761.299 1360.296|-1746.101 1360.319|-1740.069 1444.816|-1744.298 1449.364|-2004.609 1449.330|-2004.567 1425.490|-2004.567 1422.755|-2004.546 1410.279|-2004.518 1395.078|-2004.497 1379.878|-2004.483 1371.750|-2004.462 1359.774|-1974.026 1359.874|-1943.638 1359.974|-1943.610 1303.509|-1809.379 1303.832|-1791.672 1303.876
