ADDRESS,POINTS
1202 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
1301 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
1305 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
1307 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
1306 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
1302 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
1401 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
109V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
110V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
111V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
112V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
113V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
114V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
115V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
116V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
117V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
118V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
119V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
120V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
121V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
122V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
123V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
124V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
125V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
126V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
127V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
128V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
129V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
130V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
131V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
132V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
133V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
134V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
135V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
136V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
137V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
138V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
139V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
140V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
141V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
142V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
143V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
144V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
145V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
146V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
147V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
148V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
149V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
150V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
151V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
152V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
153V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
154V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
155V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
156V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
157V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
158V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
159V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
160V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
161V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
162V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
163V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
164S 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
165V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
166V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
167V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
168V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
169V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
170V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
171V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
172V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
173V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
174V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
175V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
176V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
177V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
178V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
179V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
180V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
181V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
182V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
183V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
184V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
185V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
186V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
187V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
188V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
189V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
190V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
191V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
192V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
193V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
194V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
195V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
196V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
197V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
198V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
199V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
200V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
201V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
202V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
203V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
204V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
205V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
206V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
207V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
208V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
209V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
210V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
211V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
212V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
213V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
214V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
215V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
216V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
217V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
218V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
219V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
220V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
221V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
222V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
223V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
224V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
225V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
226V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
227V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
228V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
229V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
230V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
231V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
232V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
233S 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
234V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
235V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
236V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
237V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
238V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
239V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
240V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
241V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
242V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
243V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
244V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
245V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
246V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
247V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
248V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
249V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
250V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
251V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
252V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
253V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
254V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
255V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
256V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
257V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
258V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
259V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
260V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
261V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
262V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
263V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
264V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
265V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
266V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
267V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
268V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
269V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
270V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
271V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
272V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
273V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
274V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
275V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
276V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
277V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
278V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
279V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
280V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
281V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
282V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
283V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
284V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
285S 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
286V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
287V 738 1 AV SW,-449.536 486.315|-431.787 486.271|-424.810 486.249|-358.792 486.071|-365.244 562.651|-397.729 562.740|-449.592 534.207
