ADDRESS,POINTS
190V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
191V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
192V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
193V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
194V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
195V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
196V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
197V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
198V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
199V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
200V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
201V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
202V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
203V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
204V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
205V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
206V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
207V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
208V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
209V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
210V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
211V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
212V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
213V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
214V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
215V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
216V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
217V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
218V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
219V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
220V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
221V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
222V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
223V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
224V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
225V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
226V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
227V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
228V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
229V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
230V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
231V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
232V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
233V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
234V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
235V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
236V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
237V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
238V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
239V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
240V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
241V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
242V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
243V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
244V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
245V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
246V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
247V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
248V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
249V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
250V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
251V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
252V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
253V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
254V 500 EAU CLAIRE AV SW,-36.692 555.334|-36.965 555.345|-36.531 565.186|-32.519 565.008|-31.072 597.355|-35.077 597.533|-34.707 605.839|-40.082 606.084|-39.013 629.968|-126.764 629.134|-126.701 576.172|-127.799 576.172|-127.771 508.554|-38.964 504.574|-37.664 533.785|-29.841 533.440|-29.569 539.656|-37.384 540.000
