ADDRESS,POINTS
1833 13 AV NW,-2298.880 1797.070|-2314.085 1797.048|-2329.282 1797.037|-2329.324 1760.498|-2314.127 1760.509|-2298.929 1760.532
906 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
905 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
904 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
903 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
902 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
901 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
809 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
808 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
807 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
806 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
805 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
804 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
803 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
802 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
365V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
364V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
363V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
104 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
103 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
102 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
101 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
801 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
709 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
401 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
708 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
707 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
706 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
705 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
704 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
703 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
702 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
701 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
609 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
608 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
607 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
606 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
605 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
604 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
603 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
602 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
601 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
509 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
508 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
507 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
506 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
505 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
504 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
503 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
502 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
501 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
409 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
408 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
407 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
406 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
405 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
404 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
403 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
362V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
361V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
360V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
359V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
358V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
357V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
391V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
390V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
389V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
388V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
387V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
386V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
385V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
384V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
383V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
382V 1726 14 AV NW,-2104.098 1958.547|-2110.228 1958.536|-2110.221 1957.091|-2115.457 1957.080|-2115.457 1956.290|-2115.450 1952.543|-2115.443 1944.693|-2113.647 1944.693|-2110.655 1944.704|-2109.557 1944.704|-2109.557 1943.859|-2104.077 1943.870|-2104.077 1944.704|-2104.084 1952.554
