ADDRESS,POINTS
1311 4 ST SW,-82.382 -859.677|-89.973 -859.343|-95.195 -859.110|-95.454 -865.203|-97.824 -865.092|-99.599 -904.822|-23.697 -908.247|-19.174 -903.999|-19.174 -868.561|-18.873 -862.479|-29.261 -862.023|-36.846 -861.689|-44.437 -861.345|-52.029 -861.011|-59.614 -860.678|-67.205 -860.344|-74.790 -860.010
179V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
180V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
181V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
182V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
183V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
184V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
185V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
186V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
187V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
188V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
189V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
190V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
191V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
192V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
193V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
194V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
195V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
196V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
197V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
198V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
199V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
200V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
201V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
202V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
203V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
204V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
205V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
206V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
207V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
208V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
209V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
210V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
211V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
212V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
213V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
214V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
215V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
216V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
217V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
218V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
219V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
220V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
221V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
222V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
223V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
224V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
225V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
226V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
227V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
228V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
229V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
230V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
231V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
232V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
233V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
234V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
235V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
236V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
237V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
238V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
239V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
240V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
241V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
242V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
243V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
244V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
248V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
249V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
250V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
251V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
252V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
253V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
254V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
255V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
256V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
257V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
258V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
259V 881 15 AV SW,-636.049 -1006.265|-705.450 -1003.163|-710.141 -1007.444|-711.693 -1042.548|-637.803 -1045.862
