ADDRESS,POINTS
4135 UNIVERSITY AV NW,-5272.420 3305.151|-5264.989 3292.531|-5262.255 3294.143|-5259.578 3289.595|-5255.810 3291.808|-5255.475 3291.241|-5246.219 3296.701|-5256.663 3314.447
240V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
241V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
242V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
243V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
244V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
245V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
246V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
247V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
248V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
249V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
250V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
251V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
252V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
253V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
254V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
255V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
256V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
257V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
258V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
259V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
260V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
261V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
262V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
263V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
264V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
265V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
266V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
267V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
268V 3932 UNIVERSITY AV NW,-5073.687 3423.885|-5073.631 3391.450|-5063.523 3391.472|-5063.572 3421.461|-5063.390 3421.461|-5063.397 3423.908
3831 KOVITZ AV NW,-4891.362 3436.584|-4890.327 3436.584|-4888.034 3436.584|-4888.055 3469.064|-4888.202 3470.565|-4888.649 3471.999|-4889.376 3473.311|-4890.348 3474.468|-4891.404 3475.302|-4892.354 3475.847|-4893.382 3476.236|-4894.451 3476.480|-4895.549 3476.558|-4896.388 3476.547|-4902.351 3476.547|-4985.621 3476.403|-4987.082 3476.258|-4988.487 3475.824|-4989.781 3475.124|-4990.913 3474.190|-4991.843 3473.056|-4992.528 3471.755|-4992.954 3470.354|-4993.094 3468.897|-4993.024 3436.417|-4902.337 3436.562|-4896.346 3436.573
3911 KOVITZ AV NW,-5079.447 3436.261|-5011.374 3436.384|-5011.437 3468.864|-5011.584 3470.320|-5012.010 3471.721|-5012.702 3473.022|-5013.632 3474.157|-5014.772 3475.079|-5016.065 3475.780|-5017.470 3476.203|-5018.931 3476.347|-5079.524 3476.236
3961 KOVITZ AV NW,-5079.447 3436.261|-5079.524 3476.236|-5119.384 3476.169|-5120.873 3476.013|-5122.299 3475.569|-5123.613 3474.846|-5124.753 3473.879|-5125.682 3472.700|-5126.354 3471.366|-5126.745 3469.920|-5126.843 3468.430|-5126.507 3460.357|-5126.039 3452.284|-5125.438 3444.234|-5124.704 3436.183
231 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
232 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
233 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
225 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
223 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
221 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
217 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
216 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
215 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
213 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
211 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
209 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
202 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
204 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
205 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
206 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
207 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
208 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
210 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
212 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
214 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
219 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
220 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
222 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
224 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
226 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
227 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
229 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
230 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
331 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
332 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
333 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
325 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
323 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
321 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
318 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
317 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
316 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
315 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
313 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
311 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
309 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
303 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
302 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
304 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
305 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
306 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
307 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
308 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
310 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
312 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
314 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
319 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
320 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
322 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
324 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
326 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
327 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
328 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
329 3107 WARREN ST NW,-4888.027 3429.590|-4944.447 3429.490|-4944.447 3428.544|-4944.433 3423.908|-4943.986 3423.908|-4942.001 3423.919|-4941.330 3423.919|-4934.640 3423.930|-4934.633 3418.581|-4928.355 3418.592|-4928.355 3411.343|-4917.583 3411.365|-4917.569 3405.983|-4891.998 3406.039|-4888.006 3406.050
