ADDRESS,POINTS
13 ROYAL BIRCH PA NW,-9888.448 10667.590|-9921.436 10668.568|-9921.338 10663.364|-9921.129 10658.183|-9889.035 10657.238
21 ROYAL BIRCH PA NW,-9887.833 10678.565|-9921.276 10679.543|-9921.415 10674.050|-9921.436 10668.568|-9888.448 10667.590
25 ROYAL BIRCH PA NW,-9887.281 10688.305|-9920.772 10689.295|-9921.066 10684.080|-9921.276 10679.543|-9887.833 10678.565
29 ROYAL BIRCH PA NW,-9886.694 10698.669|-9920.192 10699.658|-9920.772 10689.295|-9887.281 10688.305
33 ROYAL BIRCH PA NW,-9886.141 10708.421|-9919.640 10709.399|-9920.192 10699.658|-9886.694 10698.669
37 ROYAL BIRCH PA NW,-9885.526 10719.384|-9919.025 10720.374|-9919.640 10709.399|-9886.141 10708.421
43 ROYAL BIRCH PA NW,-9884.974 10729.136|-9918.479 10730.115|-9919.025 10720.374|-9885.526 10719.384
47 ROYAL BIRCH PA NW,-9884.387 10739.488|-9917.899 10740.478|-9918.479 10730.115|-9884.974 10729.136
53 ROYAL BIRCH PA NW,-9883.835 10749.240|-9917.354 10750.230|-9917.899 10740.478|-9884.387 10739.488
59 ROYAL BIRCH PA NW,-9883.219 10760.215|-9916.739 10761.194|-9917.354 10750.230|-9883.835 10749.240
63 ROYAL BIRCH PA NW,-9882.667 10769.956|-9916.193 10770.946|-9916.739 10761.194|-9883.219 10760.215
67 ROYAL BIRCH PA NW,-9882.080 10780.319|-9915.613 10781.309|-9916.193 10770.946|-9882.667 10769.956
73 ROYAL BIRCH PA NW,-9881.598 10790.071|-9915.061 10791.050|-9915.613 10781.309|-9882.080 10780.319|-9881.751 10786.113
77 ROYAL BIRCH PA NW,-9881.185 10800.434|-9914.481 10801.413|-9914.565 10799.990|-9915.061 10791.050|-9881.598 10790.071
81 ROYAL BIRCH PA NW,-9880.752 10811.409|-9913.551 10812.366|-9914.075 10806.895|-9914.481 10801.413|-9881.185 10800.434|-9881.143 10801.491
87 ROYAL BIRCH PA NW,-9880.367 10821.161|-9912.300 10822.095|-9913.551 10812.366|-9880.752 10811.409
91 ROYAL BIRCH PA NW,-9879.955 10831.525|-9910.629 10832.425|-9911.412 10827.633|-9912.300 10822.095|-9880.367 10821.161
95 ROYAL BIRCH PA NW,-9879.396 10845.379|-9904.401 10846.113|-9909.371 10841.777|-9910.629 10832.425|-9879.955 10831.525
71 ROYAL OAK DR NW,-9975.557 10831.769|-9975.417 10843.756|-9984.567 10842.733|-9993.704 10841.543|-10002.812 10840.198|-10011.900 10838.685|-10015.633 10833.437|-10014.836 10827.410
75 ROYAL OAK DR NW,-9975.668 10821.851|-9975.557 10831.769|-10014.836 10827.410|-10014.018 10819.082
79 ROYAL OAK DR NW,-9975.787 10811.899|-9975.668 10821.851|-10014.018 10819.082|-10013.508 10810.753
83 ROYAL OAK DR NW,-9975.899 10802.302|-9975.787 10811.899|-10013.508 10810.753|-10013.305 10802.347
87 ROYAL OAK DR NW,-9975.899 10802.302|-10013.305 10802.347|-10013.305 10800.990|-10013.319 10793.752|-9975.997 10793.707
91 ROYAL OAK DR NW,-9975.997 10793.707|-10013.319 10793.752|-10013.326 10785.156|-9976.095 10785.112
95 ROYAL OAK DR NW,-9976.095 10785.112|-10013.326 10785.156|-10013.340 10776.561|-9976.200 10776.516
99 ROYAL OAK DR NW,-9976.200 10776.516|-10013.340 10776.561|-10013.354 10767.965|-9976.298 10767.921
103 ROYAL OAK DR NW,-9976.298 10767.921|-10013.354 10767.965|-10013.361 10759.370|-9976.395 10759.326
107 ROYAL OAK DR NW,-9976.395 10759.326|-10013.361 10759.370|-10013.375 10750.775|-9976.493 10750.730
111 ROYAL OAK DR NW,-9976.493 10750.730|-10013.375 10750.775|-10013.389 10743.603|-10013.389 10742.179|-9976.598 10742.135|-9976.577 10743.658
115 ROYAL OAK DR NW,-9976.598 10742.135|-10013.389 10742.179|-10013.396 10733.584|-9976.899 10733.540
119 ROYAL OAK DR NW,-9976.899 10733.540|-10013.396 10733.584|-10013.410 10732.061|-10013.466 10728.680|-10013.627 10725.256|-9977.612 10723.643
123 ROYAL OAK DR NW,-9977.612 10723.643|-10013.627 10725.256|-10013.962 10721.208|-10014.445 10717.172|-9978.849 10712.746|-9978.632 10714.403
127 ROYAL OAK DR NW,-9978.849 10712.746|-10014.445 10717.172|-10015.116 10712.924|-10015.955 10708.699|-9979.954 10704.217
131 ROYAL OAK DR NW,-9979.954 10704.217|-10015.955 10708.699|-10017.255 10703.339|-10018.080 10700.303|-9981.051 10695.689
135 ROYAL OAK DR NW,-9981.051 10695.689|-10018.080 10700.303|-10020.338 10691.930|-9982.156 10687.171
139 ROYAL OAK DR NW,-9982.156 10687.171|-10020.338 10691.930|-10022.596 10683.546|-9983.260 10678.643
143 ROYAL OAK DR NW,-9983.260 10678.643|-10022.596 10683.546|-10024.846 10675.162|-9984.358 10670.114
147 ROYAL OAK DR NW,-9984.358 10670.114|-10024.846 10675.162|-10027.104 10666.778|-9985.462 10661.596
151 ROYAL OAK DR NW,-9985.462 10661.596|-10027.104 10666.778|-10029.362 10658.405|-9986.567 10653.068
155 ROYAL OAK DR NW,-9986.567 10653.068|-10029.362 10658.405|-10031.774 10649.432|-9987.741 10643.950
159 ROYAL OAK DR NW,-9987.741 10643.950|-10031.774 10649.432|-10034.186 10640.492|-10029.775 10634.131|-10025.315 10634.009|-9989.034 10633.976
4 ROYAL BIRCH PA NW,-9944.959 10633.920|-9938.633 10633.909|-9934.495 10638.368|-9934.802 10641.526|-9934.949 10642.982|-9935.131 10644.750|-9977.507 10645.240|-9978.968 10633.953
8 ROYAL BIRCH PA NW,-9935.844 10653.312|-9976.402 10653.779|-9977.507 10645.240|-9935.131 10644.750
12 ROYAL BIRCH PA NW,-9936.277 10661.863|-9975.298 10662.319|-9976.402 10653.779|-9935.844 10653.312
16 ROYAL BIRCH PA NW,-9936.424 10670.414|-9974.193 10670.859|-9975.298 10662.319|-9936.277 10661.863
20 ROYAL BIRCH PA NW,-9936.284 10678.965|-9973.089 10679.388|-9974.193 10670.859|-9936.424 10670.414
24 ROYAL BIRCH PA NW,-9935.872 10687.505|-9971.984 10687.927|-9973.089 10679.388|-9936.284 10678.965|-9936.018 10684.914
28 ROYAL BIRCH PA NW,-9935.396 10696.056|-9970.880 10696.467|-9971.984 10687.927|-9935.872 10687.505
32 ROYAL BIRCH PA NW,-9934.914 10704.596|-9969.782 10705.007|-9970.880 10696.467|-9935.396 10696.056
36 ROYAL BIRCH PA NW,-9934.439 10713.146|-9968.678 10713.547|-9968.727 10713.124|-9969.782 10705.007|-9934.914 10704.596
40 ROYAL BIRCH PA NW,-9933.956 10721.686|-9967.727 10722.086|-9968.678 10713.547|-9934.439 10713.146
44 ROYAL BIRCH PA NW,-9933.474 10730.237|-9967.063 10730.626|-9967.727 10722.086|-9933.956 10721.686
48 ROYAL BIRCH PA NW,-9932.999 10738.777|-9966.679 10739.166|-9967.063 10730.626|-9933.474 10730.237
52 ROYAL BIRCH PA NW,-9932.516 10747.317|-9966.546 10747.717|-9966.595 10743.547|-9966.679 10739.166|-9932.999 10738.777
56 ROYAL BIRCH PA NW,-9932.041 10755.867|-9966.448 10756.268|-9966.546 10747.717|-9932.516 10747.317
60 ROYAL BIRCH PA NW,-9931.559 10764.407|-9966.343 10764.819|-9966.448 10756.268|-9932.041 10755.867
64 ROYAL BIRCH PA NW,-9931.083 10772.958|-9966.245 10773.370|-9966.343 10764.819|-9931.559 10764.407
68 ROYAL BIRCH PA NW,-9930.601 10781.498|-9966.147 10781.909|-9966.245 10773.370|-9931.083 10772.958
72 ROYAL BIRCH PA NW,-9930.126 10790.049|-9966.050 10790.460|-9966.147 10781.909|-9930.601 10781.498
76 ROYAL BIRCH PA NW,-9929.643 10798.589|-9965.952 10799.011|-9966.050 10790.460|-9930.126 10790.049
80 ROYAL BIRCH PA NW,-9929.035 10807.729|-9965.840 10808.162|-9965.952 10799.011|-9929.643 10798.589|-9929.517 10800.824
84 ROYAL BIRCH PA NW,-9928.182 10816.269|-9965.742 10816.713|-9965.840 10808.162|-9929.035 10807.729
88 ROYAL BIRCH PA NW,-9926.952 10825.409|-9965.637 10825.854|-9965.742 10816.713|-9928.182 10816.269
92 ROYAL BIRCH PA NW,-9925.554 10833.937|-9965.539 10834.404|-9965.637 10825.854|-9926.952 10825.409|-9926.176 10830.190
96 ROYAL BIRCH PA NW,-9925.554 10833.937|-9924.708 10840.064|-9924.435 10841.977|-9928.420 10846.414|-9937.682 10846.236|-9946.938 10845.891|-9956.179 10845.368|-9965.420 10844.690|-9965.539 10834.404
