ADDRESS,POINTS
407 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
405 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1231V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1232V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1233V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1234V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1235V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1236V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1237V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1238V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1239V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1240V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1241V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1242V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1243V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1244V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1245V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1246V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1247V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1248V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1249V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1250V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1251V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1252V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1253V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1254V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1255V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1256V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1257V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1258V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1259V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1260V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1261V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1262V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1263V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1264V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1265V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1266V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1267V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1268V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1269V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1270V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1271V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1272V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1273V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1274V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1275V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1276V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1277V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1278V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1279V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1280V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1281V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1282V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1283V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1284V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1285V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1286V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1287V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1288V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1289V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1290V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1291V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1292V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1293V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1294V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1295V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1296V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1297V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1298V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
1299V 20 ROYAL OAK PZ NW,-10127.348 11384.619|-10112.591 11396.539|-10134.562 11426.862|-10150.976 11449.524|-10152.583 11448.523|-10155.156 11446.933|-10206.193 11415.342|-10229.723 11394.960|-10225.270 11389.701|-10184.914 11339.341|-10158.148 11360.979|-10164.062 11368.296|-10145.502 11383.307|-10143.237 11380.505|-10140.721 11382.540|-10136.449 11377.258
