ADDRESS,POINTS
338V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
337V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
336V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
335V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
334V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
333V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
332V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
349V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
348V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
347V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
346V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
345V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
344V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
343V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
342V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
341V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
316V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
315V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
314V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
313V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
312V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
311V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
24 RICHARD WY SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
309V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
308V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
290V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
289V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
288V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
287V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
286V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
285V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
284V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
283V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
282V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
257V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
256V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
255V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
254V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
303V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
302V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
301V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
300V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
299V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
231V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
230V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
229V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
272V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
270V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
269V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
268V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
267V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
266V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
238 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
327 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
340 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
429 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
188V 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
271V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
277V 22 RICHARD PL SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
117 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
116 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
115 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
114 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
103 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
102 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
101 5115 RICHARD RD SW,-4085.695 -4469.153|-4091.875 -4461.425|-4097.859 -4453.942|-4196.033 -4454.142|-4196.012 -4464.294|-4195.921 -4514.143|-4195.872 -4540.863|-4201.835 -4546.867|-4195.858 -4546.867|-4181.115 -4546.856|-4166.722 -4532.356|-4166.673 -4532.356|-4079.676 -4532.312|-4079.683 -4532.267
