ADDRESS,POINTS
54V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
55V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
56V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
57V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
58V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
59V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
60V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
61V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
62V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
63V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
64V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
65V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
66V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
67V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
68V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
69V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
70V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
71V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
72V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
73V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
74V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
75V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
76V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
77V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
78V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
79V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
80V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
81V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
82V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
83V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
84V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
85V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
86V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
87V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
88V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
89V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
90V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
91V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
92V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
93V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
94V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
95V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
96V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
97V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
98V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
99V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
100V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
101V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
102V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
103V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
104V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
105V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
106V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
107V 310 15 AV SW,194.958 -1023.478|198.146 -1020.598|198.887 -1004.097|199.943 -980.957|192.351 -980.601|184.759 -980.268|177.161 -979.923|173.246 -979.745|169.569 -979.578|165.773 -979.412|161.970 -979.245|154.379 -978.900|151.310 -978.778|150.639 -978.733|146.780 -978.566|139.188 -978.222|137.224 -1020.898|144.823 -1021.243|148.674 -1021.410|152.421 -1021.577|160.013 -1021.921|167.612 -1022.255|171.296 -1022.422|175.210 -1022.600|182.802 -1022.933|190.401 -1023.278
